sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos;nm_mun_clean;geocodigo
SP;SUMARÉ;Prefeito;13;WILLIAM DE SOUZA ROSA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO / PDT / PSB / AVANTE / PRD;2º turno;11;SUDESTE;40550;SUMARÉ;
MT;VÁRZEA GRANDE;Prefeito;22;FLAVIA PETERSEN MORETTI DE ARAUJO;PL;PL / PODE / DC / PRTB;Eleito;11;CENTRO-OESTE;68760;VÁRZEA GRANDE;5108402.0
SC;URUPEMA;Prefeito;15;WILLIAM ANDRADE WRUBLESCHI;MDB;MDB;Não eleito;11;SUL;659;URUPEMA;4218954.0
MG;DIVINOLÂNDIA DE MINAS;Prefeito;10;WILLER CESAR FIGUEIREDO SILVA;REPUBLICANOS;PMB / AVANTE / REPUBLICANOS;Não eleito;11;SUDESTE;1035;DIVINOLÂNDIA DE MINAS;3122207.0
SE;UMBAÚBA;Prefeito;36;WILLEMBERG SANTOS ALVES;AGIR;AGIR;Não eleito;11;NORDESTE;288;UMBAÚBA;2807600.0
GO;BOM JARDIM DE GOIÁS;Prefeito;44;WILLAN GREGÓRIO NETO;UNIÃO;PP / MDB / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;CENTRO-OESTE;3029;BOM JARDIM DE GOIÁS;5203401.0
MT;VÁRZEA GRANDE;Prefeito;15;KALIL SARAT BARACAT DE ARRUDA;MDB;REPUBLICANOS / PP / PDT / MDB / PRD / NOVO / AGIR / PSB / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;61005;VÁRZEA GRANDE;5108402.0
SP;PORTO FELIZ;Prefeito;28;WILIANS MELARE;PRTB;PRTB;Não eleito;11;SUDESTE;2174;PORTO FELIZ;3540606.0
PI;PADRE MARCOS;Prefeito;55;WILIANE KELLY DA SILVA;PSD;PSD;Eleito;11;NORDESTE;4328;PADRE MARCOS;2207207.0
SP;ÁGUAS DE SANTA BÁRBARA;Prefeito;44;WILIAN JOSÉ DE OLIVEIRA MEANA;UNIÃO;UNIÃO / SOLIDARIEDADE;Eleito;11;SUDESTE;1680;ÁGUAS DE SANTA BÁRBARA;3500550.0
MG;CONCEIÇÃO DE IPANEMA;Prefeito;22;WILIAN FRANCISCO DE SOUZA;PL;PL / AVANTE;Eleito;11;SUDESTE;2118;CONCEIÇÃO DE IPANEMA;3117405.0
MG;SANTA BÁRBARA DO LESTE;Prefeito;55;WILIAN DE FARIA;PSD;PSD;Não eleito;11;SUDESTE;363;SANTA BÁRBARA DO LESTE;3157252.0
PA;QUATIPURU;Prefeito;44;WILDSON DA COSTA REGO;UNIÃO;REPUBLICANOS / PSB / UNIÃO;Não eleito;11;NORTE;3119;QUATIPURU;1506112.0
MG;ITAPAGIPE;Prefeito;22;WILDIRLEI QUEIROZ MENEZES BARBOSA;PL;PL;Não eleito;11;SUDESTE;3197;ITAPAGIPE;3133402.0
TO;ARAGUACEMA;Prefeito;12;WILDENNER GONÇALVES MARINHO;PDT;PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSB;Não eleito;11;NORTE;1239;ARAGUACEMA;1701903.0
PI;GILBUÉS;Prefeito;27;WILBERTY DA SILVA SILVEIRA;DC;DC;Não eleito;11;NORDESTE;974;GILBUÉS;2204402.0
MG;BELA VISTA DE MINAS;Prefeito;25;WILBER JOSE DE SOUZA;PRD;PRD / PDT / PP / MOBILIZA;Não eleito;11;SUDESTE;1639;BELA VISTA DE MINAS;3106002.0
SC;ABELARDO LUZ;Prefeito;22;WILAMIR DOMINGOS CAVASSINI;PL;PP / REPUBLICANOS / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Não eleito;11;SUL;4548;ABELARDO LUZ;4200101.0
SP;INDIANA;Prefeito;11;WHESLEN THIEGO SCAIONE CACHOEIRA;PP;PP / MDB;Eleito;11;SUDESTE;1322;INDIANA;3520608.0
MG;BRAÚNAS;Prefeito;12;WEYNE VIRGILIO DE CARVALHO;PDT;PP / PDT / PRD / MDB / DC;Eleito;11;SUDESTE;1747;BRAÚNAS;3108800.0
PR;CAMPO DO TENENTE;Prefeito;44;WEVERTON WILLIAN VIZENTIN;UNIÃO;MDB / PL / UNIÃO;Eleito;11;SUL;3516;CAMPO DO TENENTE;4104105.0
SE;SÃO FRANCISCO;Prefeito;55;WEVERTON VIEIRA NASCIMENTO;PSD;PSD / REPUBLICANOS;Não eleito;11;NORDESTE;1462;SÃO FRANCISCO;2806909.0
PR;JARDIM OLINDA;Prefeito;11;WEVERTON JOSÉ DOS SANTOS LIMA;PP;PP / PSD / REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;817;JARDIM OLINDA;4112603.0
ES;SERRA;Prefeito;12;WEVERSON VALCKER MEIRELES;PDT;PDT / MDB / PODE / PSB / Federação PSOL REDE (PSOL / REDE) / UNIÃO;2º turno;11;SUDESTE;97087;SERRA;3205002.0
BA;BAIANÓPOLIS;Prefeito;11;WEUBE FEBRONIO DOS SANTOS;PP;PP / AVANTE;Eleito;11;NORDESTE;6796;BAIANÓPOLIS;2902500.0
TO;PRESIDENTE KENNEDY;Prefeito;55;WESLLEY CELESTINO DAVID;PSD;PSD / AGIR / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;1189;PRESIDENTE KENNEDY;1718402.0
RO;CHUPINGUAIA;Prefeito;11;WESLEY WANDERLEY DA COSTA GONÇALVES;PP;PP / PDT / PODE / PRD / PSD;Eleito;11;NORTE;3375;CHUPINGUAIA;1100924.0
BA;ITABELA;Prefeito;40;WESLEY VIEIRA DE BARROS;PSB;PSB;Não eleito;11;NORDESTE;1707;ITABELA;2914653.0
MG;CORONEL MURTA;Prefeito;11;WESLEY TERTULIANO DE SOUZA FRANCO;PP;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1713;CORONEL MURTA;3119500.0
SC;ÁGUAS FRIAS;Prefeito;22;WESLEY TERRIBILE;PL;PP / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;1363;ÁGUAS FRIAS;4200556.0
RJ;DUQUE DE CAXIAS;Prefeito;40;WESLEY TEIXEIRA SILVA;PSB;Federação PSOL REDE (PSOL / REDE) / PSB / UP;Não eleito;11;SUDESTE;23329;DUQUE DE CAXIAS;3301702.0
ES;CONCEIÇÃO DO CASTELO;Prefeito;10;WESLEY SATLHER DA COSTA;REPUBLICANOS;REPUBLICANOS / PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;1393;CONCEIÇÃO DO CASTELO;3201704.0
GO;AMARALINA;Prefeito;77;WESLEY PEREIRA DE SOUSA;SOLIDARIEDADE;SOLIDARIEDADE / PL;Não eleito;11;CENTRO-OESTE;831;AMARALINA;5200829.0
GO;VALPARAÍSO DE GOIÁS;Prefeito;30;WESLEY PACHECO RAMOS;NOVO;NOVO;Não eleito;11;CENTRO-OESTE;768;VALPARAÍSO DE GOIÁS;5221858.0
MG;CONCEIÇÃO DO PARÁ;Prefeito;10;WESLEY MOREIRA LIMA;REPUBLICANOS;REPUBLICANOS / AVANTE / PL / PSD / PRD;Eleito;11;SUDESTE;2376;CONCEIÇÃO DO PARÁ;
MG;INDIANÓPOLIS;Prefeito;11;WESLEY JOSE DA ROCHA NAVES;PP;PP;Não eleito;11;SUDESTE;1725;INDIANÓPOLIS;3130705.0
PI;AROEIRAS DO ITAIM;Prefeito;15;WESLEY GONÇALVES DE DEUS;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1872;AROEIRAS DO ITAIM;2200954.0
MG;PIRACEMA;Prefeito;70;WESLEY DINIZ;AVANTE;AVANTE / PSD;Eleito;11;SUDESTE;2731;PIRACEMA;3150604.0
MG;CANA VERDE;Prefeito;15;WESLEY DAIMLER FREIRE MARQUES;MDB;REPUBLICANOS / MDB;Não eleito;11;SUDESTE;0;CANA VERDE;3111903.0
TO;CENTENÁRIO;Prefeito;44;WESLEY DA SILVA LIMA;UNIÃO;UNIÃO / PSD;Não eleito;11;NORTE;876;CENTENÁRIO;1704105.0
MG;ASTOLFO DUTRA;Prefeito;55;WESLEY CORDEIRO DE SOUZA;PSD;PSD / PP / AGIR / PRD / DC / REPUBLICANOS;Eleito;11;SUDESTE;4868;ASTOLFO DUTRA;3104601.0
MG;LONTRA;Prefeito;55;WESLEY ALVES DE SOUZA;PSD;PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;3553;LONTRA;3138658.0
PA;ITAITUBA;Prefeito;70;WESCLEY TOMAZ SILVA AGUIAR;AVANTE;PL / PRD / AGIR / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;25811;ITAITUBA;1503606.0
MG;SARZEDO;Prefeito;10;WERTHER CLAYTON DE REZENDE;REPUBLICANOS;MDB / REPUBLICANOS / AVANTE / PDT / MOBILIZA / PSB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3636;SARZEDO;3165537.0
MA;IGARAPÉ GRANDE;Prefeito;10;WERLEY LUIZ PINHEIRO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;2058;IGARAPÉ GRANDE;2105203.0
AL;SANTA LUZIA DO NORTE;Prefeito;15;WERDLEY THIAGO SILVA AMARAL;MDB;MDB / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE;Não eleito;11;NORDESTE;2138;SANTA LUZIA DO NORTE;2707909.0
RR;NORMANDIA;Prefeito;11;WENSTON PAULINO BERTO RAPOSO;PP;PP / Federação PSOL REDE (PSOL / REDE) / PSD;Eleito;11;NORTE;5036;NORMANDIA;1400407.0
MG;FELÍCIO DOS SANTOS;Prefeito;25;WENITON WILLIAM FRANCA;PRD;PRD / PSD / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2745;FELÍCIO DOS SANTOS;3125408.0
MA;SÃO JOÃO DO PARAÍSO;Prefeito;33;WENER DE SOUSA ARAUJO;MOBILIZA;SOLIDARIEDADE / MOBILIZA;Não eleito;11;NORDESTE;2644;SÃO JOÃO DO PARAÍSO;2111052.0
BA;MAIRI;Prefeito;65;WENDSON SANTANA DE ALMEIDA;PC do B;PODE / AGIR / PDT / UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2573;MAIRI;2920106.0
AP;MAZAGÃO;Prefeito;55;WENDERSON OLIVEIRA DOS SANTOS;PSD;PSD / PRD;Não eleito;11;NORTE;8590;MAZAGÃO;1600402.0
MG;JENIPAPO DE MINAS;Prefeito;10;WENDERSON EMERENCIANO SIQUEIRA;REPUBLICANOS;REPUBLICANOS / MDB / PSB / SOLIDARIEDADE;Não eleito;11;SUDESTE;1977;JENIPAPO DE MINAS;3135456.0
MG;PADRE PARAÍSO;Prefeito;12;WENDERSON DE ALMEIDA PEDROSO;PDT;PDT / MDB / PRD / PSD / AVANTE;Não eleito;11;SUDESTE;3386;PADRE PARAÍSO;3146305.0
MG;MONJOLOS;Prefeito;77;WENDERSON CÉSAR MASCARENHAS MACHADO;SOLIDARIEDADE;SOLIDARIEDADE / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;566;MONJOLOS;3142502.0
PA;MARABÁ;Prefeito;15;WENDERSON AZEVEDO CHAMON;MDB;PDT / MDB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRD / REPUBLICANOS / SOLIDARIEDADE / PP / PSD / PSB;Não eleito;11;NORTE;46412;MARABÁ;
PB;TEIXEIRA;Prefeito;40;WENCESLAU SOUZA MARQUES;PSB;PSB / PP / MDB / PDT / UNIÃO / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;6314;TEIXEIRA;2516706.0
MG;BOM DESPACHO;Prefeito;13;WENCESLAU SILVA ARAÚJO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;794;BOM DESPACHO;3107406.0
CE;PARACURU;Prefeito;40;WEMBLEY GOMES COSTA;PSB;PSB / PRTB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Não eleito;11;NORDESTE;10793;PARACURU;2310209.0
BA;BOM JESUS DA SERRA;Prefeito;55;WELTON SILVA ANDRADE;PSD;PP / MDB / PSD / UNIÃO;Eleito;11;NORDESTE;4359;BOM JESUS DA SERRA;2903953.0
MG;JAPONVAR;Prefeito;11;WELSON GONÇALVES DA SILVA;PP;PP / MDB / UNIÃO;Eleito;11;SUDESTE;5619;JAPONVAR;3135357.0
GO;SENADOR CANEDO;Prefeito;22;WELMA SILVA LIRA COTRIM;PL;PL;Não eleito;11;CENTRO-OESTE;3711;SENADOR CANEDO;5220454.0
GO;RIO VERDE;Prefeito;15;WELLINGTON SOARES CARRIJO FILHO;MDB;MDB / PP / PDT / PRD / UNIÃO / AVANTE;Eleito;11;CENTRO-OESTE;69209;RIO VERDE;5218805.0
CE;ARACOIABA;Prefeito;11;WELLINGTON SILVA DE OLIVEIRA;PP;PP / PDT / PSB;Eleito;11;NORDESTE;10946;ARACOIABA;2301208.0
MG;ARAGUARI;Prefeito;13;WELLINGTON SEBASTIÃO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;993;ARAGUARI;3103504.0
MG;PATROCÍNIO;Prefeito;15;WELLINGTON RODRIGO FERNANDES;MDB;PP / PL / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Não eleito;11;SUDESTE;19144;PATROCÍNIO;3148103.0
AL;INHAPI;Prefeito;12;WELLINGTON PETRONIO MENEZES FREIRE;PDT;PDT;Não eleito;11;NORDESTE;917;INHAPI;2703304.0
MG;RIO POMBA;Prefeito;13;WELLINGTON NETTO FERREIRA DE SOUZA;PT;PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;2027;RIO POMBA;3155801.0
MA;HUMBERTO DE CAMPOS;Prefeito;25;WELLINGTON MIRANDA TEIXEURA DOS SANTOS;PRD;PRD;Não eleito;11;NORDESTE;348;HUMBERTO DE CAMPOS;2105005.0
MA;SÃO JOÃO DO SOTER;Prefeito;12;WELLINGTON MANOEL DA SILVA MOURA;PDT;PP / PDT;Não eleito;11;NORDESTE;1144;SÃO JOÃO DO SOTER;2111078.0
PE;RIBEIRÃO;Prefeito;44;WELLINGTON JOSE GOMES ALVES;UNIÃO;PRD / UNIÃO;Não eleito;11;NORDESTE;1619;RIBEIRÃO;2611804.0
MG;PRATINHA;Prefeito;70;WELLINGTON JOSÉ CARNEIRO;AVANTE;PP / PDT / MOBILIZA / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1773;PRATINHA;3153004.0
MG;ARCOS;Prefeito;10;WELLINGTON FRANCELLI ESTEVÃO RODRIGUES ROQUE;REPUBLICANOS;REPUBLICANOS / PSD / SOLIDARIEDADE / PRD / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;13718;ARCOS;3104205.0
GO;CAMPESTRE DE GOIÁS;Prefeito;45;WELLINGTON DE SOUZA SILVA;PSDB;PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;1271;CAMPESTRE DE GOIÁS;5204607.0
SP;MIRANDÓPOLIS;Prefeito;55;WELLINGTON DE BRITO DE OLIVEIRA;PSD;PSD / SOLIDARIEDADE;Não eleito;11;SUDESTE;1243;MIRANDÓPOLIS;3530102.0
GO;CROMÍNIA;Prefeito;15;WELLINGTON DE ALMEIDA PEREIRA;MDB;MDB / PSB;Não eleito;11;CENTRO-OESTE;1613;CROMÍNIA;5206503.0
RJ;VALENÇA;Prefeito;30;WELLINGTON CONCEIÇÃO ELIAS;NOVO;NOVO;Não eleito;11;SUDESTE;2100;VALENÇA;3306107.0
BA;ABAÍRA;Prefeito;55;WELLINGTON BARBOSA SILVA;PSD;PSB / PSD;Eleito;11;NORDESTE;2985;ABAÍRA;2900108.0
PE;SALOÁ;Prefeito;10;WELLINGTON ANTONIO ARAUJO DE FREITAS;REPUBLICANOS;REPUBLICANOS;Não eleito;11;NORDESTE;1985;SALOÁ;
PA;BELÉM;Prefeito;16;WELLINGTA JOSYANE SIQUEIRA MACEDO;PSTU;PSTU;Não eleito;11;NORTE;2053;BELÉM;1501402.0
SP;SARAPUÍ;Prefeito;40;WELLIGTON MACHADO DE MORAES;PSB;REPUBLICANOS / PODE / PSB;Não eleito;11;SUDESTE;1353;SARAPUÍ;
MA;SANTA LUZIA;Prefeito;11;WELLIGHTON FRAZAO DA PAIXAO;PP;PP / MDB / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;15227;SANTA LUZIA;2110005.0
RO;ESPIGÃO DO OESTE;Prefeito;22;WELITON PEREIRA CAMPOS;PL;PP / PDT / PODE / PSD / PRD / PL;Eleito;11;NORTE;11983;ESPIGÃO DO OESTE;
PA;SÃO DOMINGOS DO ARAGUAIA;Prefeito;40;WELITON MARTINS MIRANDA;PSB;PSB / Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORTE;5159;SÃO DOMINGOS DO ARAGUAIA;1507151.0
MS;ALCINÓPOLIS;Prefeito;45;WELITON DA SILVA GUIMARAES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP / PSB / PSD / MDB;Eleito;11;CENTRO-OESTE;1832;ALCINÓPOLIS;5000252.0
MG;JAMPRUCA;Prefeito;45;WELISTON FERREIRA DE ASSIS;PSDB;REPUBLICANOS / MDB / MOBILIZA / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;1806;JAMPRUCA;3135076.0
MG;SÃO DOMINGOS DO PRATA;Prefeito;12;WELINGTON VENÂNCIO DA SILVA;PDT;PDT / PP;Não eleito;11;SUDESTE;3040;SÃO DOMINGOS DO PRATA;3161007.0
MG;CIPOTÂNEA;Prefeito;25;WELINGTON THIENE MOREIRA;PRD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE) / PRD;Não eleito;11;SUDESTE;0;CIPOTÂNEA;3116308.0
MG;OLÍMPIO NORONHA;Prefeito;40;WELINGTON ROCHA DE OLIVEIRA;PSB;PSB;Não eleito;11;SUDESTE;812;OLÍMPIO NORONHA;3145505.0
AL;CAJUEIRO;Prefeito;11;WELINGTON NEMESIO DE LIMA;PP;PP / PL;Não eleito;11;NORDESTE;4610;CAJUEIRO;2701308.0
MG;MAR DE ESPANHA;Prefeito;45;WELINGTON MARCOS RODRIGUES;PSDB;UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;4389;MAR DE ESPANHA;3139805.0
GO;TAQUARAL DE GOIÁS;Prefeito;25;WELINGTON JOSÉ SIQUEIRA;PRD;PRD / DC / PSD;Não eleito;11;CENTRO-OESTE;795;TAQUARAL DE GOIÁS;5221007.0
SP;COTIA;Prefeito;12;WELINGTON APARECIDO ALFREDO;PDT;PDT;Eleito;11;SUDESTE;78581;COTIA;3513009.0
RR;CAROEBE;Prefeito;12;WELGTON DE OLIVEIRA SILVA;PDT;PDT / PSD;Não eleito;11;NORTE;2471;CAROEBE;1400233.0
MG;DORES DE GUANHÃES;Prefeito;25;WELERSON ULTIMO DE SOUZA;PRD;AVANTE / MOBILIZA / PRD;Eleito;11;SUDESTE;2621;DORES DE GUANHÃES;3123106.0
MG;BIAS FORTES;Prefeito;25;WELERSON MÁRCIO DE OLIVEIRA;PRD;PP / PL / PRD / PSD;Não eleito;11;SUDESTE;1125;BIAS FORTES;3106804.0
MT;RONDONÓPOLIS;Prefeito;22;CLAUDIO FERREIRA DE SOUZA;PL;PP / PL / NOVO / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / DC / PODE;Eleito;11;CENTRO-OESTE;56356;RONDONÓPOLIS;5107602.0
MG;RIBEIRÃO VERMELHO;Prefeito;45;WELDER MARCELO PEREIRA;PSDB;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2146;RIBEIRÃO VERMELHO;3154705.0
RJ;MACAÉ;Prefeito;23;WELBERTH PORTO DE REZENDE;CIDADANIA;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Eleito;11;SUDESTE;111953;MACAÉ;
SE;CARMÓPOLIS;Prefeito;22;WELBER ANDRADE LEITE;PL;PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;5347;CARMÓPOLIS;2801504.0
PB;MATINHAS;Prefeito;45;WEGHANY CABRAL DA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;631;MATINHAS;2509339.0
RN;PASSAGEM;Prefeito;11;WEDNA MARIA TAVARES MENDONÇA DE ARAÚJO;PP;PL / PP;Eleito;11;NORDESTE;2270;PASSAGEM;2409209.0
PA;BRASIL NOVO;Prefeito;15;WEDER MAKES CARNEIRO;MDB;MDB / PSD / UNIÃO;Eleito;11;NORTE;12188;BRASIL NOVO;1501725.0
BA;RUY BARBOSA;Prefeito;12;WEBSTON ANDRADE DA SILVA;PDT;PDT / REPUBLICANOS;Não eleito;11;NORDESTE;0;RUY BARBOSA;2927200.0
GO;RUBIATABA;Prefeito;55;WEBER SIVIRINO DA COSTA;PSD;PSD / AVANTE / PL / PP / PSB / PRD / PODE;Eleito;11;CENTRO-OESTE;7634;RUBIATABA;5218904.0
GO;SÃO JOÃO DA PARAÚNA;Prefeito;55;WEBER NOGUEIRA DOS SANTOS;PSD;PSD;Não eleito;11;CENTRO-OESTE;757;SÃO JOÃO DA PARAÚNA;5220058.0
SP;VOTORANTIM;Prefeito;10;WEBER MAGANHATO JUNIOR;REPUBLICANOS;REPUBLICANOS / MOBILIZA / DC;Eleito;11;SUDESTE;14826;VOTORANTIM;3557006.0
SP;ORLÂNDIA;Prefeito;13;WEBER LUIS PARREIRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;0;ORLÂNDIA;3534302.0
MG;CATAS ALTAS DA NORUEGA;Prefeito;11;WEBER LOBO NEIVA JUNIOR;PP;PP / REPUBLICANOS / UNIÃO;Não eleito;11;SUDESTE;1357;CATAS ALTAS DA NORUEGA;3115409.0
MG;RAPOSOS;Prefeito;65;WBERTH CELSO DA SILVA;PC do B;REPUBLICANOS / DC / PRTB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1532;RAPOSOS;3153905.0
GO;PIRES DO RIO;Prefeito;22;WATEVILO BENJAMIN COTRIM JUNIOR;PL;PL / PP;Não eleito;11;CENTRO-OESTE;1766;PIRES DO RIO;5217401.0
GO;ANICUNS;Prefeito;30;WASTTER LOPES GOMES;NOVO;NOVO;Não eleito;11;CENTRO-OESTE;259;ANICUNS;5201306.0
PA;NOVA ESPERANÇA DO PIRIÁ;Prefeito;22;WASLLEY PESSOA PINHEIRO;PL;PL;Não eleito;11;NORTE;149;NOVA ESPERANÇA DO PIRIÁ;
RJ;JAPERI;Prefeito;27;WASHINGTON LUIZ MESSIAS DA SILVA;DC;DC;Não eleito;11;SUDESTE;1166;JAPERI;3302270.0
PR;KALORÉ;Prefeito;55;WASHINGTON LUIZ DA SILVA;PSD;PP / MDB / PSD / AVANTE;Eleito;11;SUL;2286;KALORÉ;
RJ;MARICÁ;Prefeito;13;WASHINGTON LUIZ CARDOSO SIQUEIRA;PT;PDT / PSD / AVANTE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;91789;MARICÁ;
PI;CAXINGÓ;Prefeito;55;WASHINGTON LUIZ BRITO DE SOUSA;PSD;PSD / SOLIDARIEDADE;Não eleito;11;NORDESTE;1560;CAXINGÓ;
SP;CHARQUEADA;Prefeito;22;WASHINGTON BENICIO FERREIRA DE SOBRAL;PL;PP / PL;Não eleito;11;SUDESTE;1355;CHARQUEADA;3511706.0
PE;TACARATU;Prefeito;15;WASHINGTON ANGELO DE ARAÚJO;MDB;MDB / PODE / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Eleito;11;NORDESTE;7976;TACARATU;2614808.0
PB;CARRAPATEIRA;Prefeito;15;WASHIGTON ROBERTO DE SOUSA;MDB;MDB;Não eleito;11;NORDESTE;523;CARRAPATEIRA;2504108.0
PI;ALTOS;Prefeito;13;WARTON MATIAS LACERDA E OLIVEIRA;PT;PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;8053;ALTOS;2200400.0
MG;IBIRACATU;Prefeito;13;WARLEY FERREIRA LIMA;PT;REPUBLICANOS / PP / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;2471;IBIRACATU;3129657.0
GO;ALEXÂNIA;Prefeito;20;WARLEY FERREIRA GOUVEIA;PODE;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / NOVO / PRD / PSB / PODE;Eleito;11;CENTRO-OESTE;6829;ALEXÂNIA;5200308.0
TO;COMBINADO;Prefeito;55;WARLEY AMARAL EVANGELISTA;PSD;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD;Não eleito;11;NORTE;1420;COMBINADO;1705557.0
MG;ATALÉIA;Prefeito;10;WARLEN SANDRO RIBEIRO GOMES;REPUBLICANOS;REPUBLICANOS / MDB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;3253;ATALÉIA;3104700.0
MG;FUNILÂNDIA;Prefeito;44;WARLEM GERALDO DE OLIVEIRA;UNIÃO;PSD / UNIÃO;Não eleito;11;SUDESTE;1380;FUNILÂNDIA;3127206.0
BA;URANDI;Prefeito;55;WARLEI OLIVEIRA DE SOUZA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;9435;URANDI;2932606.0
PA;SÃO SEBASTIÃO DA BOA VISTA;Prefeito;13;WANDO WILLER DA SILVA TEIXEIRA;PT;Federação PSOL REDE (PSOL / REDE) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORTE;9314;SÃO SEBASTIÃO DA BOA VISTA;1507706.0
