sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
SP;PARISI;Prefeito;45;OCLAIR BARAO BENTO;PSDB;PP / PSDB;Eleito;SUDESTE;1110
SP;PARISI;Prefeito;55;ROSINEI APARECIDA SILVESTRINI DOS SANTOS;PSD;PSD / DEM;Não eleito;SUDESTE;1079
SP;PATROCÍNIO PAULISTA;Prefeito;14;NÉRIA LUCIO BUZATTO;PTB;MDB / PSDB / PTB;Não eleito;SUDESTE;2293
SP;PATROCÍNIO PAULISTA;Prefeito;23;JOSE MAURO BARCELLOS;CIDADANIA;CIDADANIA / PSB / REPUBLICANOS / PL;Eleito;SUDESTE;4479
SP;PATROCÍNIO PAULISTA;Prefeito;55;SEBASTIÃO TELES DE FARIA NETO;PSD;PSD;Não eleito;SUDESTE;708
SP;PAULICÉIA;Prefeito;19;THIAGO LIMA DA SILVA;PODE;PSL / REPUBLICANOS / PROS / PODE;Não eleito;SUDESTE;1181
SP;PAULICÉIA;Prefeito;23;ERMES DA SILVA;CIDADANIA;CIDADANIA / PSDB;Não eleito;SUDESTE;1393
SP;PAULICÉIA;Prefeito;55;ANTONIO SIMONATO;PSD;MDB / PATRIOTA / PSD;Eleito;SUDESTE;1988
SP;PAULISTÂNIA;Prefeito;15;PAULO AUGUSTO GRANCHI;MDB;MDB / PP / PSDB;Eleito;SUDESTE;1125
SP;PAULISTÂNIA;Prefeito;25;CESAR ALVES SANTOS;DEM;DEM;Não eleito;SUDESTE;363
SP;PAULO DE FARIA;Prefeito;14;MARIO DE FELICIO NETO;PTB;PTB / REPUBLICANOS;Eleito;SUDESTE;2045
SP;PAULO DE FARIA;Prefeito;22;AMELIA MARIA BORGES DE OLIVEIRA;PL;PL;Não eleito;SUDESTE;15
SP;PAULO DE FARIA;Prefeito;43;JUSSARA PEREIRA COSTA DE PAIVA;PV;PV;Não eleito;SUDESTE;861
SP;PAULO DE FARIA;Prefeito;45;MARLON JOSÉ BERNARDES PEREIRA;PSDB;PT / MDB / DEM / PSB / PSDB / SOLIDARIEDADE;Não eleito;SUDESTE;1986
SP;PAULÍNIA;Prefeito;12;RENATO MORAES CARDOSO;PDT;PDT;Não eleito;SUDESTE;294
SP;PAULÍNIA;Prefeito;13;EDSON THOMAZ MARTINS;PT;PC do B / PT;Não eleito;SUDESTE;875
SP;PAULÍNIA;Prefeito;15;DAIANE CRISTINA DA SILVA;MDB;MDB / DEM / DC / REPUBLICANOS / PTB / PMB / PSD;Não eleito;SUDESTE;19605
SP;PAULÍNIA;Prefeito;18;ROBERT JACYNTO DE PAIVA;REDE;REDE;Não eleito;SUDESTE;5845
SP;PAULÍNIA;Prefeito;22;EDNILSON CAZELLATO;PL;PSB / PODE / PP / PSL / SOLIDARIEDADE / CIDADANIA / PROS / PL;Eleito;SUDESTE;26932
SP;PAULÍNIA;Prefeito;51;GUSTAVO YATECOLA BOMFIM;PATRIOTA;PATRIOTA;Não eleito;SUDESTE;2337
SP;PEDERNEIRAS;Prefeito;15;VICENTE JULIANO MINGUILI CANELADA;MDB;PSD / PP / PT / MDB / PSL;Não eleito;SUDESTE;8820
SP;PEDERNEIRAS;Prefeito;43;IVANA MARIA BERTOLINI CAMARINHA;PV;PV / REPUBLICANOS / PDT / PODE / PL / DEM / PSB / PSDB / SOLIDARIEDADE;Eleito;SUDESTE;12538
SP;PEDERNEIRAS;Prefeito;51;MAURO SÉRGIO CANATO;PATRIOTA;PATRIOTA;Não eleito;SUDESTE;2227
SP;PEDRA BELA;Prefeito;45;ALVARO JESIEL DE LIMA;PSDB;PSDB / PTB / PSD;Eleito;SUDESTE;2695
SP;PEDRANÓPOLIS;Prefeito;14;MARCOS ADRIANO DA SILVA;PTB;PTB / DEM / PATRIOTA / PP;Eleito;SUDESTE;1189
SP;PEDRANÓPOLIS;Prefeito;77;WAGNER RODRIGO NUNES;SOLIDARIEDADE;SOLIDARIEDADE / MDB / PODE;Não eleito;SUDESTE;862
SP;PEDREGULHO;Prefeito;15;LUIZ ROBERTO ABRÃO;MDB;MDB / PTB;Não eleito;SUDESTE;4413
SP;PEDREGULHO;Prefeito;45;DIRCEU POLO FILHO;PSDB;CIDADANIA / PSDB / REPUBLICANOS / DEM;Eleito;SUDESTE;4588
SP;PEDREIRA;Prefeito;13;JULIO CESAR CASSIANI;PT;PT;Não eleito;SUDESTE;134
SP;PEDREIRA;Prefeito;17;LICURGO NUNES COSTA;PSL;PSL;Não eleito;SUDESTE;1128
SP;PEDREIRA;Prefeito;19;LUIS HENRIQUE ARAUJO;PODE;PDT / PODE;Não eleito;SUDESTE;4828
SP;PEDREIRA;Prefeito;25;HAMILTON BERNARDES JUNIOR;DEM;DEM / PTB / MDB;Eleito;SUDESTE;7886
SP;PEDREIRA;Prefeito;45;PAULO ANTONIO BEGALLI;PSDB;REPUBLICANOS / SOLIDARIEDADE / PSC / CIDADANIA / PSDB / PATRIOTA;Não eleito;SUDESTE;7270
SP;PEDREIRA;Prefeito;50;CLAUDIO RODRIGUES FABI;PSOL;PSOL;Não eleito;SUDESTE;234
SP;PEDREIRA;Prefeito;65;JOSÉ CARLOS RIBEIRO CAMPOS;PC do B;PC do B;Não eleito;SUDESTE;53
SP;PEDRINHAS PAULISTA;Prefeito;14;FREDDIE COSTA NICOLAU;PTB;PTB / PL / PSD;Eleito;SUDESTE;1198
SP;PEDRINHAS PAULISTA;Prefeito;25;SERGIO FORNASIER;DEM;DEM / PSDB;Não eleito;SUDESTE;1175
SP;PEDRO DE TOLEDO;Prefeito;10;CLAUDIO EVANGELISTA DA SILVA;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;866
SP;PEDRO DE TOLEDO;Prefeito;15;CARLOS ALVES DE FRANÇA;MDB;MDB / PSB / PL;Não eleito;SUDESTE;876
SP;PEDRO DE TOLEDO;Prefeito;25;ELEAZAR MUNIZ JUNIOR;DEM;PT / PTB / PODE / DEM;Eleito;SUDESTE;3054
SP;PEDRO DE TOLEDO;Prefeito;45;EMANUEL DOS SANTOS NOVAES;PSDB;PSDB;Não eleito;SUDESTE;429
SP;PEDRO DE TOLEDO;Prefeito;55;MARCO ANTONIO MELHADO GARCIA;PSD;PSD / SOLIDARIEDADE;Não eleito;SUDESTE;394
SP;PENÁPOLIS;Prefeito;10;RUBENS DE MEDICI ITO BERTOLINI;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;4654
SP;PENÁPOLIS;Prefeito;13;CARLOS EDUARDO MONTEIRO DOMINGUES;PT;PT / PC do B;Não eleito;SUDESTE;2455
SP;PENÁPOLIS;Prefeito;14;EVANDRO TERVEDO NOVAES;PTB;PTB;Não eleito;SUDESTE;812
SP;PENÁPOLIS;Prefeito;15;CARLOS ALBERTO FELTRIN;MDB;PSDB / CIDADANIA / DEM / MDB;Não eleito;SUDESTE;9595
SP;PENÁPOLIS;Prefeito;55;CARLOS HENRIQUE ROSSI CATALANI;PSD;PSD / AVANTE / PODE;Eleito;SUDESTE;10059
SP;PEREIRA BARRETO;Prefeito;10;MAURO SUMAN JUNIOR;REPUBLICANOS;REPUBLICANOS / PTB / MDB / PSB / PV / PSDB;Não eleito;SUDESTE;5605
SP;PEREIRA BARRETO;Prefeito;22;JOÃO DE ALTAYR DOMINGUES;PL;PSL / PL / CIDADANIA / DEM;Eleito;SUDESTE;7308
SP;PEREIRAS;Prefeito;10;EUDO QUARESMA MARTINS;REPUBLICANOS;DEM / PODE / REPUBLICANOS;Não eleito;SUDESTE;1831
SP;PEREIRAS;Prefeito;45;MIGUEL TOMAZELA;PSDB;PSDB / PSD;Eleito;SUDESTE;2542
SP;PERUÍBE;Prefeito;10;KAIO DOS SANTOS LIMA;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;2013
SP;PERUÍBE;Prefeito;11;ANTONIO CARLOS BARROS;PP;PP / PROS;Não eleito;SUDESTE;1278
SP;PERUÍBE;Prefeito;13;JANAINA CORRÊA FALCONERIS;PT;PT;Não eleito;SUDESTE;397
SP;PERUÍBE;Prefeito;18;EDSON ANTONIO MÜHLMANN;REDE;REDE;Não eleito;SUDESTE;103
SP;PERUÍBE;Prefeito;19;ALEX PEREIRA DE MATOS;PODE;PSD / PODE / PL / PSB;Não eleito;SUDESTE;5422
SP;PERUÍBE;Prefeito;27;EMER ELIAS ABOU JAOUDE;DC;DC / PV / PSC / PSL / PTB;Não eleito;SUDESTE;9963
SP;PERUÍBE;Prefeito;45;LUIZ MAURICIO PASSOS DE CARVALHO PEREIRA;PSDB;MDB / PC do B / DEM / PSDB;Eleito;SUDESTE;10734
SP;PERUÍBE;Prefeito;50;GILBERTO ZANGEROLIMO GONSALES;PSOL;PSOL;Não eleito;SUDESTE;431
SP;PERUÍBE;Prefeito;51;ANDERSON FABIANO PUPO FERNANDES;PATRIOTA;PATRIOTA;Não eleito;SUDESTE;5844
SP;PIACATU;Prefeito;19;MARCOS MORAES;PODE;PODE;Não eleito;SUDESTE;922
SP;PIEDADE;Prefeito;13;GEREMIAS RIBEIRO PINTO;PT;PT / PDT;Não eleito;SUDESTE;3843
SP;PIEDADE;Prefeito;15;GERALDO PINTO DE CAMARGO FILHO;MDB;MDB / DEM / PSD / PRTB;Eleito;SUDESTE;14736
SP;PIEDADE;Prefeito;45;ALVARO FRANCISCO FIGUEIREDO JUNIOR;PSDB;PP / PTB / PSL / PV / PSDB;Não eleito;SUDESTE;7396
SP;PILAR DO SUL;Prefeito;14;TAKAO YONEMURA;PTB;PTB;Não eleito;SUDESTE;472
SP;PILAR DO SUL;Prefeito;25;MARCO AURÉLIO SOARES;DEM;DEM / PDT;Eleito;SUDESTE;6183
SP;PILAR DO SUL;Prefeito;45;JOSE FRANCISCO DE ALMEIDA;PSDB;PSDB / MDB;Não eleito;SUDESTE;4345
SP;PILAR DO SUL;Prefeito;55;EDSON ERICK MELCHIOR DOS SANTOS;PSD;PSD;Não eleito;SUDESTE;3705
SP;PINDAMONHANGABA;Prefeito;11;VITO ARDITO LERARIO;PP;SOLIDARIEDADE / PP / PMB;Não eleito;SUDESTE;18516
SP;PINDAMONHANGABA;Prefeito;14;LUÍS ROSAS JUNIOR;PTB;PRTB / PROS / REDE / CIDADANIA / PTB;Não eleito;SUDESTE;1795
SP;PINDAMONHANGABA;Prefeito;22;ISAEL DOMINGUES;PL;PL / PSL / REPUBLICANOS / PODE / PSC / PTC / PSB / PV;Eleito;SUDESTE;44912
SP;PINDAMONHANGABA;Prefeito;27;DELTONIO AIRES PEREIRA;DC;DC;Não eleito;SUDESTE;654
SP;PINDAMONHANGABA;Prefeito;33;GUSTAVO FELIPE COTTA TÓTARO;PMN;PMN;Não eleito;SUDESTE;264
SP;PINDAMONHANGABA;Prefeito;45;RAFAEL GOFFI MOREIRA;PSDB;PSDB / AVANTE / MDB / DEM;Não eleito;SUDESTE;10133
SP;PINDAMONHANGABA;Prefeito;50;GABRIEL CRUZ MOREIRA;PSOL;PSOL;Não eleito;SUDESTE;1575
SP;PINDORAMA;Prefeito;10;GERALDO FELIPPE JUNIOR;REPUBLICANOS;MDB / PSD / REPUBLICANOS / PSL;Eleito;SUDESTE;3962
SP;PINDORAMA;Prefeito;14;FERNANDO DESTRI;PTB;PSB / PTB;Não eleito;SUDESTE;1153
SP;PINDORAMA;Prefeito;45;MARIA INES BERTINO MIYADA;PSDB;DEM / PSDB;Não eleito;SUDESTE;3099
SP;PINHALZINHO;Prefeito;10;MILTON SANCHES FUZETO;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;423
SP;PINHALZINHO;Prefeito;12;DARLAN RAMOS DE OLIVEIRA;PDT;PDT;Não eleito;SUDESTE;389
SP;PINHALZINHO;Prefeito;25;BENEDITO LAURO DE LIMA;DEM;DEM;Não eleito;SUDESTE;1902
SP;PIQUEROBI;Prefeito;15;ADRIANA CRIVELLI BIFFE;MDB;MDB / DEM;Eleito;SUDESTE;1289
SP;PIQUEROBI;Prefeito;45;GUSTAVO MATHEUS GIACOMELLI;PSDB;PSD / PODE / PSDB;Não eleito;SUDESTE;1288
SP;PIQUETE;Prefeito;20;MARIO LUIZ DA SILVA;PSC;PSC;Não eleito;SUDESTE;912
SP;PIQUETE;Prefeito;45;RÔMULO KAZIMIERZ LUSZCZYNSKI;PSDB;REPUBLICANOS / MDB / PP / PSL / PODE / CIDADANIA / PROS / AVANTE / PSDB;Eleito;SUDESTE;4387
SP;PIQUETE;Prefeito;55;AGNALDO ALMEIDA MENDES;PSD;PTB / PL / DEM / PSD / SOLIDARIEDADE;Não eleito;SUDESTE;2114
SP;PIRACAIA;Prefeito;19;GLAUCO VINICIUS FERREIRA GODOY;PODE;PODE;Não eleito;SUDESTE;697
SP;PIRACAIA;Prefeito;25;JULIO CESAR BADARI;DEM;CIDADANIA / DEM / PSDB / MDB;Não eleito;SUDESTE;3147
SP;PIRACAIA;Prefeito;28;MARCOS TADEU MUSTAFA;PRTB;PRTB;Não eleito;SUDESTE;2224
SP;PIRACAIA;Prefeito;55;JOSÉ SILVINO CINTRA;PSD;PSD / PSB / PDT / PTB;Eleito;SUDESTE;8125
SP;PIRACICABA;Prefeito;12;CAROLINA ANGELELLI;PDT;PDT;Não eleito;SUDESTE;3776
SP;PIRACICABA;Prefeito;13;ADELINO FRANCISCO DE OLIVEIRA;PT;PT / PSOL;Não eleito;SUDESTE;12340
SP;PIRACICABA;Prefeito;17;ADRIANA CRISTINA SGRIGNEIRO NUNES;PSL;PSL;Não eleito;SUDESTE;22432
SP;PIRACICABA;Prefeito;22;JOSÉ PEDRO LEITE DA SILVA;PL;PL;Não eleito;SUDESTE;6477
SP;PIRACICABA;Prefeito;25;LUCIANO SANTOS TAVARES DE ALMEIDA;DEM;DEM;2º turno;SUDESTE;25786
SP;PIRACICABA;Prefeito;36;JOSE CARLOS LOPES DE SOUZA;PTC;PTC;Não eleito;SUDESTE;135
SP;PIRACICABA;Prefeito;40;MÁRIO MEDEIROS NETO;PSB;PSB;Não eleito;SUDESTE;2245
SP;PIRACICABA;Prefeito;43;NANCY APARECIDA FERRUZI THAME;PV;PV;Não eleito;SUDESTE;9251
SP;PIRACICABA;Prefeito;51;ÉRICA CRISTINA ROCHA GORGA;PATRIOTA;PATRIOTA;Não eleito;SUDESTE;14470
SP;PIRACICABA;Prefeito;65;FRANCYS ALMEIDA DA SILVA;PC do B;PC do B;Não eleito;SUDESTE;1098
SP;PIRACICABA;Prefeito;70;JOSE EDVALDO BRITO;AVANTE;AVANTE;Não eleito;SUDESTE;10543
SP;PIRAJU;Prefeito;25;JOSÉ MARIA COSTA;DEM;DEM / PL / PSDB / REPUBLICANOS / PP;Eleito;SUDESTE;8736
SP;PIRAJU;Prefeito;77;FABIANO RUEDA AMORIM;SOLIDARIEDADE;PSD / PV / PSB / PTB / SOLIDARIEDADE / MDB / PODE;Não eleito;SUDESTE;5818
SP;PIRAJUÍ;Prefeito;14;ALEXANDRE APARECIDO FERREIRA;PTB;PTB / PSD;Não eleito;SUDESTE;3149
SP;PIRAJUÍ;Prefeito;19;GILMAR SEGATO MARTINEZ;PODE;CIDADANIA / PODE / SOLIDARIEDADE;Não eleito;SUDESTE;1377
SP;PIRAJUÍ;Prefeito;45;CESAR HENRIQUE DA CUNHA FIALA;PSDB;REPUBLICANOS / PSDB / PSB / MDB / PSL / PL;Eleito;SUDESTE;6156
SP;PIRANGI;Prefeito;25;ANGELA MARIA BUSNARDO;DEM;DEM / PATRIOTA;Eleito;SUDESTE;3155
SP;PIRANGI;Prefeito;45;LUIZ CARLOS DE MORAES;PSDB;PSDB / MDB / PODE / SOLIDARIEDADE;Não eleito;SUDESTE;3038
SP;PIRAPORA DO BOM JESUS;Prefeito;10;PAULO JUVENCIO SOARES FILHO;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;306
SP;PIRAPORA DO BOM JESUS;Prefeito;17;HAROLDO ORTEGA BRITO FELIPE;PSL;PSL;Não eleito;SUDESTE;105
SP;PIRAPORA DO BOM JESUS;Prefeito;40;ALESSANDRO STRAMBECK DA COSTA;PSB;PSB / PMN;Não eleito;SUDESTE;938
SP;PIRAPORA DO BOM JESUS;Prefeito;45;ANDRÉA OLGADO DA SILVA BUENO;PSDB;PP / PSDB / PTB / PSC / PDT / PODE / DC;Não eleito;SUDESTE;4007
SP;PIRAPORA DO BOM JESUS;Prefeito;50;ALTAIR TEIXEIRA DE NOVAES;PSOL;PSOL;Não eleito;SUDESTE;57
SP;PIRAPORA DO BOM JESUS;Prefeito;55;DANY WILIAN FLORESTI;PSD;PSD / PT / PL / CIDADANIA / DEM;Eleito;SUDESTE;4817
SP;PIRAPOZINHO;Prefeito;15;VALDIR ASSEF;MDB;MDB / PSB / PROS;Eleito;SUDESTE;8262
SP;PIRAPOZINHO;Prefeito;23;JEFERSON HENRIQUE DE ALMEIDA;CIDADANIA;PSDB / DEM / REPUBLICANOS / PTB / CIDADANIA / PODE;Não eleito;SUDESTE;5501
SP;PIRASSUNUNGA;Prefeito;10;CRISTINA APARECIDA BATISTA;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;5371
SP;PIRASSUNUNGA;Prefeito;11;WALLACE ANANIAS DE FREITAS BRUNO;PP;PP;Não eleito;SUDESTE;2346
SP;PIRASSUNUNGA;Prefeito;14;ANTONIO CESAR SANTANA;PTB;PTB;Não eleito;SUDESTE;132
SP;PIRASSUNUNGA;Prefeito;15;LEONARDO FRANCISCO SAMPAIO DE SOUZA FILHO;MDB;MDB / PSB / PSDB;Não eleito;SUDESTE;2282
SP;PIRASSUNUNGA;Prefeito;51;ANDERSON ROGÉRIO ALVES;PATRIOTA;PATRIOTA;Não eleito;SUDESTE;1173
SP;PIRASSUNUNGA;Prefeito;55;MILTON DIMAS TADEU URBAN;PSD;DEM / PSD / PSL / PODE / PL;Eleito;SUDESTE;24793
SP;PIRASSUNUNGA;Prefeito;70;FRANCIS GRACE RAMOS FRANCISCO;AVANTE;AVANTE;Não eleito;SUDESTE;71
SP;PIRATININGA;Prefeito;14;ODAIL FALQUEIRO;PTB;PP / PTB / PROS;Não eleito;SUDESTE;2304
SP;PIRATININGA;Prefeito;19;JORGE LUIS DIAS;PODE;PODE / PL;Eleito;SUDESTE;2669
SP;PIRATININGA;Prefeito;45;WANDER LUIS RODRIGUES;PSDB;PSDB / REPUBLICANOS;Não eleito;SUDESTE;1905
SP;PITANGUEIRAS;Prefeito;23;MARCOS AURÉLIO SORIANO;CIDADANIA;CIDADANIA / PTB / PSL / DEM / PROS;Eleito;SUDESTE;8449
SP;PITANGUEIRAS;Prefeito;51;DIMAS TADEU BOLZAN;PATRIOTA;REPUBLICANOS / PATRIOTA;Não eleito;SUDESTE;2922
SP;PITANGUEIRAS;Prefeito;55;RODOLFO APARECIDO DA SILVA;PSD;PSD / PODE / MDB / PSDB;Não eleito;SUDESTE;6546
SP;PLANALTO;Prefeito;10;WALDEMIR TEIXEIRA DE FREITAS;REPUBLICANOS;REPUBLICANOS;Não eleito;SUDESTE;28
SP;PLANALTO;Prefeito;15;ADEMAR ADRIANO DE OLIVEIRA;MDB;MDB;Não eleito;SUDESTE;1697
SP;PLANALTO;Prefeito;25;OLIMPIO SEVERINO DA SILVA;DEM;DEM / SOLIDARIEDADE;Eleito;SUDESTE;1783
SP;PLATINA;Prefeito;45;WAGNER ROBERTO DE LIMA;PSDB;PSDB / REPUBLICANOS;Eleito;SUDESTE;1359
SP;PLATINA;Prefeito;55;MANOEL POSSIDONIO;PSD;PSD / PL;Não eleito;SUDESTE;939
SP;POLONI;Prefeito;25;WALDENOR MONTANARI JUNIOR;DEM;PODE / CIDADANIA / DEM;Eleito;SUDESTE;1986
SP;POLONI;Prefeito;40;EDELSON LUIZ MARTINUSSI;PSB;REPUBLICANOS / PSB;Não eleito;SUDESTE;1395
SP;POMPÉIA;Prefeito;14;ISABEL CRISTINA ESCORCE JANUÁRIO;PTB;PTB / MDB / PL / DEM;Eleito;SUDESTE;7002
SP;POMPÉIA;Prefeito;20;VALENTIN MARQUES DE ABREU;PSC;PSC;Não eleito;SUDESTE;732
SP;POMPÉIA;Prefeito;55;ELIZETE APARECIDA CASSARO YASUDA;PSD;PV / PSD / PSDB;Não eleito;SUDESTE;4687
SP;PONGAÍ;Prefeito;22;WATSON MÁXIMO;PL;PL;Não eleito;SUDESTE;1140
SP;PONGAÍ;Prefeito;23;GILHIARD HENRIQUE DE BORTOLI;CIDADANIA;CIDADANIA / DEM;Eleito;SUDESTE;1427
SP;PONTAL;Prefeito;17;JOSE CARLOS NEVES SILVA;PSL;PSL / CIDADANIA;Eleito;SUDESTE;9959
SP;PONTAL;Prefeito;45;LUCIANO APARECIDO STROPPA;PSDB;PSDB / REPUBLICANOS / PDT / PSD / DEM / PP / PTB / MDB;Não eleito;SUDESTE;7953
SP;PONTAL;Prefeito;77;MAXIMILIANO RODRIGUES;SOLIDARIEDADE;PL / SOLIDARIEDADE;Não eleito;SUDESTE;1328
SP;PONTALINDA;Prefeito;11;SISINIO DE OLIVEIRA LEAO;PP;PP / PSD;Eleito;SUDESTE;1436
SP;PONTALINDA;Prefeito;13;MARCELO LIMA RODRIGUES;PT;PTB / PT;Não eleito;SUDESTE;493
SP;PONTALINDA;Prefeito;25;GUEDES MARQUES CARDOSO;DEM;DEM / MDB / PSDB;Não eleito;SUDESTE;716
SP;PONTES GESTAL;Prefeito;14;CLAUDINEI ALVES DE ARAUJO;PTB;PTB;Não eleito;SUDESTE;804
SP;PONTES GESTAL;Prefeito;17;IONICE APARECIDA ROMUALDO DA SILVA;PSL;PSL;Não eleito;SUDESTE;186
SP;PONTES GESTAL;Prefeito;45;ESMERALDO CRISTIANO CAROLINO;PSDB;PP / PSDB;Eleito;SUDESTE;936
SP;POPULINA;Prefeito;14;VLAMIR DE CARVALHO GARCIA;PTB;MDB / PTB;Não eleito;SUDESTE;1109
SP;POPULINA;Prefeito;23;ADAUTO SEVERO PINTO;CIDADANIA;CIDADANIA / PP / PSDB;Eleito;SUDESTE;1917
SP;PORANGABA;Prefeito;19;JOAO PAULO URIAS;PODE;PODE;Não eleito;SUDESTE;902
SP;PORANGABA;Prefeito;22;JOÃO CARLOS ALVES BARROS;PL;CIDADANIA / PL / PSB / PSD;Eleito;SUDESTE;2682
SP;PORANGABA;Prefeito;45;EDIVALDO PERES;PSDB;PSDB / DEM / PTB;Não eleito;SUDESTE;1367
SP;PORTO FELIZ;Prefeito;14;ANTONIO CÁSSIO HABICE PRADO;PTB;PDT / PSD / PSB / PODE / REPUBLICANOS / PP / PTB / PSL;Eleito;SUDESTE;25318
SP;PORTO FELIZ;Prefeito;18;MIGUEL ARCANJO DE ALMEIDA;REDE;PT / REDE;Não eleito;SUDESTE;607
SP;PORTO FELIZ;Prefeito;25;CLAUDIO DOS SANTOS;DEM;DEM / MDB / PSDB;Não eleito;SUDESTE;1566
SP;PORTO FERREIRA;Prefeito;10;MARCELO PADILHA GOMEZ;REPUBLICANOS;REPUBLICANOS / PROS;Não eleito;SUDESTE;2343
SP;PORTO FERREIRA;Prefeito;45;ANDRÉ LUIS ANCHÃO BRAGA;PSDB;PSDB / PSL / PL / DEM / PSC / AVANTE / PATRIOTA;Não eleito;SUDESTE;9316
SP;PORTO FERREIRA;Prefeito;55;RÔMULO LUIS DE LIMA RIPA;PSD;PP / PDT / PTB / PODE / PSB / PV / PSD;Eleito;SUDESTE;15728
SP;POTIM;Prefeito;10;GESIEL FARIA;REPUBLICANOS;PRTB / REPUBLICANOS;Não eleito;SUDESTE;116
SP;POTIM;Prefeito;15;EMERSON KIOGI TANAKA;MDB;PP / MDB;Não eleito;SUDESTE;2901
SP;POTIM;Prefeito;17;BENEDICTO CARLOS THOMAZ;PSL;PSL;Não eleito;SUDESTE;163
SP;POTIM;Prefeito;22;ERICA SOLER SANTOS DE OLIVEIRA;PL;PL / DEM / PC do B / AVANTE;Eleito;SUDESTE;4585
SP;POTIM;Prefeito;43;MÁRCIO DE SIQUEIRA;PV;PSDB / PV;Não eleito;SUDESTE;1975
SP;POTIRENDABA;Prefeito;14;GISLAINE MONTANARI FRANZOTTI;PTB;MDB / PV / DEM / PMB / PTB / CIDADANIA / PSB / PSDB;Eleito;SUDESTE;4854
