sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
PI;MILTON BRANDÃO;Prefeito;13;EXPEDITO RODRIGUES DE SOUSA;PT;PT;Não eleito;NORDESTE;2524
PI;MONSENHOR GIL;Prefeito;19;PAULO ROBERTO DE OLIVEIRA SANTOS;PODE;REPUBLICANOS / PT / PODE / DEM / PV;Não eleito;NORDESTE;2940
PI;MONSENHOR GIL;Prefeito;55;JOÃO LUIZ CARVALHO DA SILVA;PSD;PC do B / PTB / PSD;Eleito;NORDESTE;4890
PI;MONSENHOR HIPÓLITO;Prefeito;11;ANTONIO DJALMA BEZERRA POLICARPO;PP;MDB / PP;Eleito;NORDESTE;3041
PI;MONSENHOR HIPÓLITO;Prefeito;55;ZENON DE MOURA BEZERRA;PSD;PSD / PT;Não eleito;NORDESTE;2856
PI;MONTE ALEGRE DO PIAUÍ;Prefeito;11;QUINTINO DOS REIS BORGES FILHO;PP;PP / REPUBLICANOS;Não eleito;NORDESTE;3333
PI;MONTE ALEGRE DO PIAUÍ;Prefeito;55;DIJALMA GOMES MASCARENHAS;PSD;DEM / PL / PSD / PSB;Eleito;NORDESTE;3810
PI;MORRO CABEÇA NO TEMPO;Prefeito;10;ANTONIO CARLOS BATISTA DE FIGUEREDO;REPUBLICANOS;REPUBLICANOS / PTB;Não eleito;NORDESTE;1033
PI;MORRO CABEÇA NO TEMPO;Prefeito;11;JOSUÉ ALVES DA SILVA;PP;PSL / PP / PSDB;Eleito;NORDESTE;1140
PI;MORRO CABEÇA NO TEMPO;Prefeito;55;MARCONDI LUSTOSA DA SILVA;PSD;MDB / PSD;Não eleito;NORDESTE;686
PI;MORRO DO CHAPÉU DO PIAUÍ;Prefeito;13;BERNARDO SIRQUEIRA SILVA;PT;PL / PT;Não eleito;NORDESTE;1804
PI;MORRO DO CHAPÉU DO PIAUÍ;Prefeito;55;MARCOS HENRIQUE FORTES REBELO;PSD;PP / PSD;Eleito;NORDESTE;2384
PI;MURICI DOS PORTELAS;Prefeito;14;WANDERSON SANTOS PORTELA;PTB;PTB;Não eleito;NORDESTE;1759
PI;NAZARÉ DO PIAUÍ;Prefeito;11;LUCIELIO GOMES DE SOUSA;PP;PP / PC do B;Não eleito;NORDESTE;2368
PI;NAZARÉ DO PIAUÍ;Prefeito;55;RAIMUNDO NONATO COSTA;PSD;PSD / PT;Eleito;NORDESTE;2894
PI;NAZÁRIA;Prefeito;13;OSVALDO BONFIM DE CARVALHO;PT;PT / REPUBLICANOS;Eleito;NORDESTE;3607
PI;NAZÁRIA;Prefeito;15;FRANCISCO UBALDO NOGUEIRA;MDB;PSD / MDB;Não eleito;NORDESTE;3309
PI;NAZÁRIA;Prefeito;23;LUIZ CARLOS DA SILVA;CIDADANIA;CIDADANIA / PSDB;Não eleito;NORDESTE;1365
PI;NAZÁRIA;Prefeito;28;MACELLO SOARES BEZERRA FONSECA;PRTB;PRTB / PV / PATRIOTA;Não eleito;NORDESTE;350
PI;NAZÁRIA;Prefeito;50;FRANCISCO VIEIRA FILHO;PSOL;PSOL;Não eleito;NORDESTE;239
PI;NOSSA SENHORA DE NAZARÉ;Prefeito;10;LUCIENNE MARIA DA SILVA LOPES;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;670
PI;NOSSA SENHORA DE NAZARÉ;Prefeito;55;JOSÉ HENRIQUE DE OLIVEIRA ALVES;PSD;PC do B / PP / PSD;Eleito;NORDESTE;3500
PI;NOSSA SENHORA DOS REMÉDIOS;Prefeito;17;PEDRO ALVES DE CARVALHO FILHO;PSL;PSL / MDB / REPUBLICANOS;Não eleito;NORDESTE;2700
PI;NOSSA SENHORA DOS REMÉDIOS;Prefeito;55;JOSE FERNANDO OLIVEIRA DE BRITO;PSD;PTB / PSD;Eleito;NORDESTE;4015
PI;NOVA SANTA RITA;Prefeito;11;HELI MARQUES DE CARVALHO;PP;PP / PSD;Eleito;NORDESTE;1883
PI;NOVA SANTA RITA;Prefeito;13;EDILSON DE SOUSA;PT;PT;Não eleito;NORDESTE;1414
PI;NOVO ORIENTE DO PIAUÍ;Prefeito;11;FRANCISCO AFONSO RIBEIRO SOBREIRA;PP;PP / PT / PTB;Eleito;NORDESTE;2595
PI;NOVO ORIENTE DO PIAUÍ;Prefeito;77;ARNILTON NOGUEIRA DOS SANTOS;SOLIDARIEDADE;SOLIDARIEDADE / DEM;Não eleito;NORDESTE;1416
PI;NOVO SANTO ANTÔNIO;Prefeito;13;ELISA MARIA DA SILVA PAZ;PT;PP / PT;Eleito;NORDESTE;2115
PI;NOVO SANTO ANTÔNIO;Prefeito;15;LUCIVALDO ALVES CABRAL;MDB;REPUBLICANOS / MDB;Não eleito;NORDESTE;1675
PI;OEIRAS;Prefeito;11;JOSE RAIMUNDO DE SÁ LOPES;PP;PP / PSB / PSDB / PSD / PDT;Eleito;NORDESTE;11472
PI;OEIRAS;Prefeito;15;HAILTON ALVES FILHO;MDB;PT / PODE / PTB / MDB / REDE;Não eleito;NORDESTE;11429
PI;OLHO D'ÁGUA DO PIAUÍ;Prefeito;11;ANTONIO LEAL DA SILVA;PP;PP / PC do B;Eleito;NORDESTE;1492
PI;OLHO D'ÁGUA DO PIAUÍ;Prefeito;14;VILEIG MENDONÇA DO VALE;PTB;PTB / PT;Não eleito;NORDESTE;400
PI;PADRE MARCOS;Prefeito;11;WALDEMAR DE CASTRO MACEDO NETO;PP;MDB / PP;Não eleito;NORDESTE;1522
PI;PADRE MARCOS;Prefeito;55;JOSÉ VALDINAR DA SILVA;PSD;PSD;Eleito;NORDESTE;3390
PI;PAES LANDIM;Prefeito;11;THALLES MOURA FÉ MARQUES;PP;PP / MDB / PSDB / PSL;Eleito;NORDESTE;1664
PI;PAES LANDIM;Prefeito;13;GUTEMBERG MOURA DE ARAUJO;PT;PT / REPUBLICANOS / PL;Não eleito;NORDESTE;1606
PI;PAJEÚ DO PIAUÍ;Prefeito;11;FRANCISCO RODRIGUES PIAUILINO;PP;PP;Não eleito;NORDESTE;921
PI;PAJEÚ DO PIAUÍ;Prefeito;22;CLÁUDIO PEREIRA DOS SANTOS;PL;PL / MDB;Eleito;NORDESTE;1951
PI;PALMEIRA DO PIAUÍ;Prefeito;11;JOAO DA CRUZ ROSAL DA LUZ;PP;PP / PSB;Eleito;NORDESTE;2018
PI;PALMEIRA DO PIAUÍ;Prefeito;13;RAIMUNDO NONATO LOPES MARTINS;PT;PT;Não eleito;NORDESTE;1745
PI;PALMEIRAIS;Prefeito;10;MAURO ANTÔNIO RIBEIRO DE SOUSA ALMEIDA;REPUBLICANOS;REPUBLICANOS / PT;Não eleito;NORDESTE;4384
PI;PALMEIRAIS;Prefeito;14;JOSÉ BALTAZAR DE OLIVEIRA;PTB;PTB / MDB;Eleito;NORDESTE;5224
PI;PAQUETÁ;Prefeito;11;THALES COELHO PIMENTEL;PP;PP;Eleito;NORDESTE;2490
PI;PAQUETÁ;Prefeito;22;MANOEL GONÇALVES DE MOURA FILHO;PL;MDB / PL;Não eleito;NORDESTE;801
PI;PARNAGUÁ;Prefeito;11;JONDSON CASTRO FE;PP;PL / PP;Eleito;NORDESTE;2901
PI;PARNAGUÁ;Prefeito;55;SEMIRAMIS ELVAS DE ARAGÃO MELO;PSD;PTB / PDT / PSD;Não eleito;NORDESTE;2872
PI;PARNAÍBA;Prefeito;22;JOSE HELIO DE CARVALHO OLIVEIRA;PL;PL / PTB / REPUBLICANOS / PC do B / CIDADANIA / PT / PV / PDT;Não eleito;NORDESTE;20123
PI;PARNAÍBA;Prefeito;25;FRANCISCO DE ASSIS DE MORAES SOUZA;DEM;SOLIDARIEDADE / PP / MDB / PSL / PODE / DEM / PRTB / PSC / PSDB / AVANTE;Eleito;NORDESTE;52075
PI;PARNAÍBA;Prefeito;27;JOSE ROMUALDO SENO DE ARAUJO;DC;DC;Não eleito;NORDESTE;861
PI;PARNAÍBA;Prefeito;55;MARCOS SAMARONNE FERREIRA DE OLIVEIRA;PSD;PSD;Não eleito;NORDESTE;3141
PI;PASSAGEM FRANCA DO PIAUÍ;Prefeito;11;RAMIRES FARIAS DOS SANTOS;PP;PP / MDB / PT / PSB;Não eleito;NORDESTE;1575
PI;PASSAGEM FRANCA DO PIAUÍ;Prefeito;45;SAULO VINICIUS RODRIGUES SATURNINO;PSDB;PSDB / PSD;Eleito;NORDESTE;1684
PI;PATOS DO PIAUÍ;Prefeito;11;VALDEMIRO MIGUEL DA SILVA;PP;PP / PL;Não eleito;NORDESTE;1979
PI;PATOS DO PIAUÍ;Prefeito;55;JOAQUIM LOPES DOS REIS NETO;PSD;PSD / SOLIDARIEDADE;Eleito;NORDESTE;2562
PI;PAU D'ARCO DO PIAUÍ;Prefeito;11;JOSENILTON DE SOUSA RODRIGUES BACELAR;PP;PP / MDB / PSDB;Eleito;NORDESTE;2476
PI;PAU D'ARCO DO PIAUÍ;Prefeito;13;ANTONIO MILTON DE ABREU PASSOS;PT;PC do B / PT;Não eleito;NORDESTE;1531
PI;PAU D'ARCO DO PIAUÍ;Prefeito;35;CARLOS DOS SANTOS DA SILVA;PMB;PMB / REPUBLICANOS;Não eleito;NORDESTE;94
PI;PAULISTANA;Prefeito;15;LUIS COELHO DA LUZ FILHO;MDB;MDB / PT;Não eleito;NORDESTE;5148
PI;PAULISTANA;Prefeito;43;ROBERTO ARRAIS;PV;PV;Não eleito;NORDESTE;166
PI;PAULISTANA;Prefeito;55;JOAQUIM JULIO COELHO;PSD;PSB / PSD / REPUBLICANOS;Eleito;NORDESTE;7523
PI;PAVUSSU;Prefeito;11;RITA DE CÁSSIA DELMONDES FREITAS;PP;PP;Não eleito;NORDESTE;855
PI;PAVUSSU;Prefeito;55;JULIMAR BARBOSA DA SILVA;PSD;PSD;Eleito;NORDESTE;2325
PI;PEDRO II;Prefeito;11;ALVIMAR OLIVEIRA DE ANDRADE;PP;DEM / PSB / PSDB / REPUBLICANOS / PP / PDT;Eleito;NORDESTE;11773
PI;PEDRO II;Prefeito;65;MARIA CLAUDINA DOS SANTOS OLIVEIRA;PC do B;PC do B / DC;Não eleito;NORDESTE;746
PI;PEDRO LAURENTINO;Prefeito;11;LEONCIO LEITE DE SOUSA;PP;PP / MDB;Eleito;NORDESTE;1271
PI;PEDRO LAURENTINO;Prefeito;13;GILSON EUGENIO RODRIGUES;PT;SOLIDARIEDADE / PT;Não eleito;NORDESTE;1150
PI;PICOS;Prefeito;11;GIL MARQUES DE MEDEIROS;PP;PTB / PSDB / PP / REPUBLICANOS / DEM;Eleito;NORDESTE;21531
PI;PICOS;Prefeito;13;FRANCISCO DA COSTA ARAUJO FILHO;PT;PODE / PATRIOTA / CIDADANIA / PT / MDB / PC do B / PL;Não eleito;NORDESTE;16725
PI;PICOS;Prefeito;17;EDWALDO VIANA LIMA;PSL;PSL / PSD;Não eleito;NORDESTE;2317
PI;PIMENTEIRAS;Prefeito;14;MARIA LUCIA DE LACERDA;PTB;PTB;Eleito;NORDESTE;4355
PI;PIMENTEIRAS;Prefeito;15;SAMUEL GENTIL DANTAS ARRAES;MDB;MDB / PP / PT;Não eleito;NORDESTE;2998
PI;PIO IX;Prefeito;11;SILAS NORONHA MOTA;PP;MDB / SOLIDARIEDADE / PP / PTB;Eleito;NORDESTE;6437
PI;PIO IX;Prefeito;55;FANUEL ADAUTO DE ALENCAR ANDRADE;PSD;PDT / PT / PSB / PSDB / PL / PROS / PSD / PC do B;Não eleito;NORDESTE;5186
PI;PIRACURUCA;Prefeito;15;EDUARDO FELIPE DE LIMA MELO SAMPAIO;MDB;MDB / REPUBLICANOS;Não eleito;NORDESTE;8217
PI;PIRACURUCA;Prefeito;55;FRANCISCO DE ASSIS DA SILVA MELO;PSD;PSD / PT;Eleito;NORDESTE;8956
PI;PIRACURUCA;Prefeito;77;FRANKLIN DE ANDRADE FONTENELE NETO;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;NORDESTE;711
PI;PIRIPIRI;Prefeito;11;LUIZ CAVALCANTE E MENEZES;PP;PP / PSL / PSC / CIDADANIA / PSDB / DEM;Não eleito;NORDESTE;17110
PI;PIRIPIRI;Prefeito;14;JOVENILIA ALVES DE OLIVEIRA MONTEIRO;PTB;PTB / MDB / PSD / PT;Eleito;NORDESTE;17671
PI;PIRIPIRI;Prefeito;16;TIBERIO CESAR DOS SANTOS MOREIRA;PSTU;PSTU / PSOL;Não eleito;NORDESTE;76
PI;PIRIPIRI;Prefeito;40;ABRAÃO  XIMENDES TRINDADE;PSB;PSB / PROS;Não eleito;NORDESTE;703
PI;PIRIPIRI;Prefeito;77;PAULO ROBERTO LIMEIRA DOS SANTOS;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;NORDESTE;85
PI;PORTO;Prefeito;11;DOMINGOS BACELAR DE CARVALHO;PP;REPUBLICANOS / PP;Eleito;NORDESTE;3491
PI;PORTO;Prefeito;13;ALUIZIO MOREIRA VAZ;PT;PT / PTB;Não eleito;NORDESTE;3235
PI;PORTO ALEGRE DO PIAUÍ;Prefeito;13;JOÃO CARLOS ALVES DOS SANTOS SILVA;PT;PT;Não eleito;NORDESTE;690
PI;PORTO ALEGRE DO PIAUÍ;Prefeito;15;MARCIO NEIVA MARTINS;MDB;MDB;Eleito;NORDESTE;1001
PI;PRATA DO PIAUÍ;Prefeito;11;ACELINO MENDES DE MOURA;PP;PP;Eleito;NORDESTE;1440
PI;PRATA DO PIAUÍ;Prefeito;13;WILLHELM BARBOSA LIMA;PT;MDB / PC do B / PTB / PT;Não eleito;NORDESTE;1296
PI;QUEIMADA NOVA;Prefeito;11;RAIMUNDO JULIO COELHO;PP;PP / REPUBLICANOS;Eleito;NORDESTE;3358
PI;QUEIMADA NOVA;Prefeito;55;SERGIO AIRON NUNES AMORIM;PSD;PSD / PC do B / PT;Não eleito;NORDESTE;2301
PI;REDENÇÃO DO GURGUÉIA;Prefeito;11;ÂNGELO JOSÉ SENA SANTOS;PP;DEM / PP / PTB / MDB;Eleito;NORDESTE;3439
PI;REDENÇÃO DO GURGUÉIA;Prefeito;13;LUCIRENE FERNANDES DE CARVALHO;PT;PSB / PT;Não eleito;NORDESTE;1723
PI;REGENERAÇÃO;Prefeito;45;JOSÉ MARTON MONTEIRO MOREIRA RAMOS;PSDB;PP / PSDB / PL;Não eleito;NORDESTE;4141
PI;REGENERAÇÃO;Prefeito;55;EDUARDO ALVES CARVALHO;PSD;PSB / PSD / REPUBLICANOS;Eleito;NORDESTE;5338
PI;REGENERAÇÃO;Prefeito;77;PEDRO HENRIQUE BARBOSA DE MOURA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;NORDESTE;675
PI;RIACHO FRIO;Prefeito;10;SIDNEI ROQUE DI BERNARDO;REPUBLICANOS;REPUBLICANOS / PC do B;Não eleito;NORDESTE;947
PI;RIACHO FRIO;Prefeito;11;JABES LUSTOSA NOGUEIRA JUNIOR;PP;PP / PT / PSDB;Eleito;NORDESTE;1464
PI;RIACHO FRIO;Prefeito;14;FURTUNATO MASCARENHAS FILHO;PTB;PTB;Não eleito;NORDESTE;868
PI;RIACHO FRIO;Prefeito;25;SOSTENES CAVALCANTE MASCARENHAS;DEM;DEM;Não eleito;NORDESTE;176
PI;RIBEIRA DO PIAUÍ;Prefeito;11;JOSICLEIDE BORGES DE SOUSA;PP;PP;Não eleito;NORDESTE;1114
PI;RIBEIRA DO PIAUÍ;Prefeito;15;ANTONIO LUIZ DE ARAUJO COSTA NETO;MDB;MDB;Eleito;NORDESTE;1794
PI;RIBEIRO GONÇALVES;Prefeito;13;LINDENBERG VIEIRA DA SILVA;PT;PT / PP / PL;Eleito;NORDESTE;2587
PI;RIBEIRO GONÇALVES;Prefeito;14;JOÃO BATISTA PINHEIRO ANTUNES;PTB;MDB / PTB;Não eleito;NORDESTE;1755
PI;RIO GRANDE DO PIAUÍ;Prefeito;11;MAURICIO MARTINS COSTA SILVA;PP;PSD / REPUBLICANOS / PP;Eleito;NORDESTE;2604
PI;RIO GRANDE DO PIAUÍ;Prefeito;13;MARCOS REIS FELINTO;PT;PT;Não eleito;NORDESTE;1423
PI;SANTA CRUZ DO PIAUÍ;Prefeito;14;FRANCISCO BARROSO DE CARVALHO NETO;PTB;PP / PTB;Eleito;NORDESTE;2932
PI;SANTA CRUZ DO PIAUÍ;Prefeito;40;ROGÉRIO RICARDINO DE OLIVEIRA;PSB;MDB / PSB;Não eleito;NORDESTE;1583
PI;SANTA CRUZ DOS MILAGRES;Prefeito;11;WILNEY RODRIGUES DE MOURA;PP;PP / PT;Eleito;NORDESTE;1852
PI;SANTA CRUZ DOS MILAGRES;Prefeito;14;ANTONIO MENDES DA CUNHA;PTB;PTB;Não eleito;NORDESTE;751
PI;SANTA CRUZ DOS MILAGRES;Prefeito;15;VANDERLEY DE ASSIS ALVES;MDB;MDB;Não eleito;NORDESTE;202
PI;SANTA CRUZ DOS MILAGRES;Prefeito;55;DAMIÃO ALENCAR MOURA;PSD;PSD;Não eleito;NORDESTE;6
PI;SANTA FILOMENA;Prefeito;11;CARLOS AUGUSTO DE ARAUJO BRAGA;PP;PL / PROS / PP;Eleito;NORDESTE;2055
PI;SANTA FILOMENA;Prefeito;14;ESDRAS AVELINO FILHO;PTB;PTB / MDB / PSB;Não eleito;NORDESTE;1816
PI;SANTA FILOMENA;Prefeito;17;HOZAYRA HOLEMBERG ARAUJO CHAGAS PIRES;PSL;PSL / PV;Não eleito;NORDESTE;278
PI;SANTA FILOMENA;Prefeito;20;GERVÁSIO DE SOUSA RODRIGUES;PSC;PSC;Não eleito;NORDESTE;58
PI;SANTA LUZ;Prefeito;10;ARQUEL ALVES PEREIRA;REPUBLICANOS;REPUBLICANOS / PSD;Não eleito;NORDESTE;1057
PI;SANTA LUZ;Prefeito;11;CIDELTON DA CUNHA PINHEIRO;PP;MDB / PP;Não eleito;NORDESTE;1504
PI;SANTA LUZ;Prefeito;22;JOSÉ LIMA DE ARAÚJO;PL;PL;Eleito;NORDESTE;1587
PI;SANTA ROSA DO PIAUÍ;Prefeito;11;EDGAR CASTELO BRANCO;PP;PSB / PP;Não eleito;NORDESTE;1691
PI;SANTA ROSA DO PIAUÍ;Prefeito;13;VERÍSSIMO ANTONIO SIQUEIRA DA SILVA;PT;PT / MDB;Eleito;NORDESTE;2104
PI;SANTANA DO PIAUÍ;Prefeito;11;MARIA JOSÉ DE SOUSA MOURA;PP;PP / PTB / MDB;Eleito;NORDESTE;1710
PI;SANTANA DO PIAUÍ;Prefeito;55;VALÉRIA DIAS BORGES;PSD;PSD;Não eleito;NORDESTE;1685
PI;SANTO ANTÔNIO DE LISBOA;Prefeito;11;FRANCISCO KARLOS LEAL GOMES;PP;PP;Eleito;NORDESTE;3189
PI;SANTO ANTÔNIO DE LISBOA;Prefeito;40;FRANCISCO DE ASSIS ROCHA CIPRIANO;PSB;PSD / PSB;Não eleito;NORDESTE;1914
PI;SANTO ANTÔNIO DOS MILAGRES;Prefeito;40;JOCIVALDO MACHADO DE ARAUJO;PSB;PSDB / PSB;Não eleito;NORDESTE;444
PI;SANTO ANTÔNIO DOS MILAGRES;Prefeito;55;PAULO CAZIMIRO DE SOUSA NETO E SILVA;PSD;PT / PP / PSD;Eleito;NORDESTE;1104
PI;SANTO INÁCIO DO PIAUÍ;Prefeito;10;TAIRO MOURA MESQUITA;REPUBLICANOS;REPUBLICANOS;Eleito;NORDESTE;2344
PI;SEBASTIÃO BARROS;Prefeito;11;ONELIO CARVALHO DOS SANTOS;PP;PV / MDB / PP;Não eleito;NORDESTE;1594
PI;SEBASTIÃO BARROS;Prefeito;55;PABLO CUSTÓDIO MENDES DE CARVALHO;PSD;PSD / REPUBLICANOS / PT / PSDB;Eleito;NORDESTE;1795
PI;SEBASTIÃO LEAL;Prefeito;43;RAIMUNDO BARROS DE SOUZA;PV;PV;Não eleito;NORDESTE;513
PI;SEBASTIÃO LEAL;Prefeito;55;MANOELINA DE SOUSA BORGES;PSD;PT / PSD;Eleito;NORDESTE;2820
PI;SIGEFREDO PACHECO;Prefeito;11;MURILO BANDEIRA DA SILVA;PP;PT / PP / PL;Eleito;NORDESTE;3671
PI;SIGEFREDO PACHECO;Prefeito;40;RAIMUNDO FERREIRA DOS SANTOS FILHO;PSB;PSB;Não eleito;NORDESTE;47
PI;SIGEFREDO PACHECO;Prefeito;55;ANTONIA MARIA DA SILVA OLIVEIRA;PSD;PTB / MDB / PSD;Não eleito;NORDESTE;3231
PI;SIMPLÍCIO MENDES;Prefeito;15;JOSÉ DE SOUSA LOPES;MDB;MDB / DEM / PTB / PSL / PL / REPUBLICANOS;Não eleito;NORDESTE;3516
PI;SIMPLÍCIO MENDES;Prefeito;55;MARCIO JOSÉ PINHEIRO MOURA;PSD;PSD / PP / PT / PDT / PC do B;Eleito;NORDESTE;4301
PI;SIMÕES;Prefeito;11;JOSE WILSON DE CARVALHO;PP;PSD / PP;Eleito;NORDESTE;7322
PI;SOCORRO DO PIAUÍ;Prefeito;14;SAULO BRENO SOUSA COELHO;PTB;PSD / PT / PTB;Não eleito;NORDESTE;1524
PI;SOCORRO DO PIAUÍ;Prefeito;15;JOSÉ COELHO FILHO;MDB;PP / PL / MDB;Eleito;NORDESTE;1946
PI;SUSSUAPARA;Prefeito;11;NAERTON SILVA MOURA;PP;PP / PT;Eleito;NORDESTE;3917
PI;SUSSUAPARA;Prefeito;55;LEONEL BARROS SOUSA;PSD;PSD;Não eleito;NORDESTE;150
PI;SUSSUAPARA;Prefeito;77;VALDIR ALVES DA SILVA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;NORDESTE;1234
PI;SÃO BRAZ DO PIAUÍ;Prefeito;11;PERIVALDO CAMPOS BRAGA;PP;PP;Não eleito;NORDESTE;1290
PI;SÃO BRAZ DO PIAUÍ;Prefeito;15;DEBORAH SAYONARA SANTOS CARDOSO;MDB;MDB;Eleito;NORDESTE;1938
PI;SÃO BRAZ DO PIAUÍ;Prefeito;55;SUETÔNIO PEREIRA DA SILVA;PSD;PSD;Não eleito;NORDESTE;127
PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;Prefeito;11;JOSIMAR JOÃO DE OLIVEIRA;PP;PP;Eleito;NORDESTE;2233
PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;Prefeito;13;ELIÉSIO ELISIO DOS REIS;PT;MDB / PSD / PT;Não eleito;NORDESTE;1624
PI;SÃO FRANCISCO DO PIAUÍ;Prefeito;11;ANTONIO MARTINS DE CARVALHO;PP;PP;Eleito;NORDESTE;2693
PI;SÃO FRANCISCO DO PIAUÍ;Prefeito;13;FABIANO ARAUJO DE MOURA;PT;PT / PSD;Não eleito;NORDESTE;2201
PI;SÃO FÉLIX DO PIAUÍ;Prefeito;11;JOSE JAILSON PIO;PP;PSB / PP;Eleito;NORDESTE;2118
PI;SÃO FÉLIX DO PIAUÍ;Prefeito;55;REGINALDO VIEIRA DE MOURA;PSD;PTB / PSD;Não eleito;NORDESTE;986
PI;SÃO GONÇALO DO GURGUÉIA;Prefeito;11;PAULO LUSTOSA NOGUEIRA;PP;REPUBLICANOS / PP;Eleito;NORDESTE;1266
PI;SÃO GONÇALO DO GURGUÉIA;Prefeito;15;ANDERSON LUIZ ALVES DOS SANTOS FIGUEREDO;MDB;PSB / PV / MDB;Não eleito;NORDESTE;767
PI;SÃO GONÇALO DO PIAUÍ;Prefeito;11;LUÍS DE SOUSA RIBEIRO JUNIOR;PP;MDB / PP;Eleito;NORDESTE;2048
PI;SÃO GONÇALO DO PIAUÍ;Prefeito;55;JOSE FERREIRA DA SILVA JUNIOR;PSD;PT / PSD;Não eleito;NORDESTE;1759
PI;SÃO JOSÉ DO DIVINO;Prefeito;15;FRANCISCO DE ASSIS CARVALHO CERQUEIRA;MDB;PP / PT / PSD / MDB;Eleito;NORDESTE;2726
PI;SÃO JOSÉ DO DIVINO;Prefeito;22;CARLOS CARVALHO ARAÚJO;PL;REPUBLICANOS / PMN / PL;Não eleito;NORDESTE;1144
PI;SÃO JOSÉ DO PEIXE;Prefeito;11;CELSO ANTÔNIO MENDES COIMBRA;PP;PP / PT / DEM;Eleito;NORDESTE;1517
PI;SÃO JOSÉ DO PEIXE;Prefeito;15;LINDON ATILA LIRA DE CARVALHO;MDB;PMN / MDB;Não eleito;NORDESTE;1150
PI;SÃO JOSÉ DO PIAUÍ;Prefeito;11;ADAILZO DE SOUSA FERREIRA;PP;PP;Não eleito;NORDESTE;1853
PI;SÃO JOSÉ DO PIAUÍ;Prefeito;15;ADMAELTON BEZERRA SOUSA;MDB;PSD / MDB;Eleito;NORDESTE;3088
PI;SÃO JOÃO DA CANABRAVA;Prefeito;15;ELSON SILVA DE SOUSA;MDB;PP / MDB;Eleito;NORDESTE;2915
PI;SÃO JOÃO DA CANABRAVA;Prefeito;55;JOSE DEUSIMAR DE LIMA;PSD;PSD;Não eleito;NORDESTE;1025
PI;SÃO JOÃO DA FRONTEIRA;Prefeito;11;ANTONIO ERIVAN RODRIGUES FERNANDES;PP;PP;Eleito;NORDESTE;1731
PI;SÃO JOÃO DA FRONTEIRA;Prefeito;13;ANTONIO XIMENES JORGE;PT;PT;Não eleito;NORDESTE;1258
PI;SÃO JOÃO DA FRONTEIRA;Prefeito;20;ANTONIO PEQUENO FRANCELINO;PSC;PSC;Não eleito;NORDESTE;9
PI;SÃO JOÃO DA FRONTEIRA;Prefeito;55;MARCOS ANTONIO DE ANDRADE MATEUS;PSD;PL / PSD;Não eleito;NORDESTE;1025
PI;SÃO JOÃO DA SERRA;Prefeito;11;ANANIAS FERNANDES DE SOUSA;PP;PP / MDB / PT;Não eleito;NORDESTE;2385
PI;SÃO JOÃO DA SERRA;Prefeito;12;JOAO FRANCISCO GOMES DA ROCHA;PDT;PSD / PDT;Eleito;NORDESTE;2952
PI;SÃO JOÃO DA VARJOTA;Prefeito;11;JOSE DOS SANTOS BARBOSA;PP;PP;Eleito;NORDESTE;1778
PI;SÃO JOÃO DA VARJOTA;Prefeito;13;ALAN DE FRANÇA BARBOSA;PT;PT;Não eleito;NORDESTE;1332
PI;SÃO JOÃO DO ARRAIAL;Prefeito;10;MANOEL LIMA ALVES;REPUBLICANOS;REPUBLICANOS;Não eleito;NORDESTE;58
PI;SÃO JOÃO DO ARRAIAL;Prefeito;13;BENEDITA VILMA LIMA;PT;PL / PT;Eleito;NORDESTE;2942
PI;SÃO JOÃO DO ARRAIAL;Prefeito;15;ADALGISA MARIA DE SA CASTRO;MDB;PP / MDB;Não eleito;NORDESTE;2655
PI;SÃO JOÃO DO PIAUÍ;Prefeito;15;EDNEI MODESTO AMORIM;MDB;PP / MDB / PT / PDT;Eleito;NORDESTE;4733
PI;SÃO JOÃO DO PIAUÍ;Prefeito;40;JOSÉ ALEXANDRE COSTA MENDONÇA;PSB;PSDB / PL / PSB;Não eleito;NORDESTE;2494
PI;SÃO JOÃO DO PIAUÍ;Prefeito;55;EDUARDO REIS DE MOURA;PSD;PSD / PTB / DEM / PSL / REPUBLICANOS;Não eleito;NORDESTE;4309
PI;SÃO JULIÃO;Prefeito;13;RUFINA ISABEL DE SOUSA;PT;PSDB / PT;Não eleito;NORDESTE;2137
PI;SÃO JULIÃO;Prefeito;40;SAMUEL DE SOUSA ALENCAR;PSB;PSB / CIDADANIA;Eleito;NORDESTE;2504
PI;SÃO LOURENÇO DO PIAUÍ;Prefeito;11;MICHELLE DE OLIVEIRA CRUZ;PP;PP / PT;Não eleito;NORDESTE;2129
PI;SÃO LOURENÇO DO PIAUÍ;Prefeito;55;BIRACI DAMASCENO RIBEIRO;PSD;MDB / PSB / PSD;Eleito;NORDESTE;2196
