sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;cd_cargo;nm_regiao;qt_votos_nom_validos
CE;PIRES FERREIRA;Prefeito;40;LIVIA MARIA MESQUITA MORORO MUNIZ MARQUES;PSB;PSB;Eleito;11;NORDESTE;5391
MG;NOVA PONTE;Prefeito;23;LIVIA MARIA AMBROSIO DA SILVA;CIDADANIA;PODE / PL / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;5605
PE;PAULISTA;Prefeito;11;LÍVIA MARIA ÁLVARO;PP;PP;Não eleito;11;NORDESTE;15784
BA;SAUBARA;Prefeito;45;LIVIA JACKLINE ALVES DE SANTANA DAS VIRGENS;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / UNIÃO / MDB;Não eleito;11;NORDESTE;4443
MG;SÃO JOÃO DEL REI;Prefeito;13;LÍVIA GUIMARÃES CARVALHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / SOLIDARIEDADE / PSB / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;7474
AL;BARRA DE SANTO ANTÔNIO;Prefeito;10;LIVIA CARLA DA SILVA ALVES;REPUBLICANOS;REPUBLICANOS / PSD / SOLIDARIEDADE;Eleito;11;NORDESTE;7647
GO;SANTO ANTÔNIO DE GOIÁS;Prefeito;45;LIVIA CARDOSO LOPES;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / PODE;Não eleito;11;CENTRO-OESTE;477
GO;RIO VERDE;Prefeito;22;LISSAUER VIEIRA;PL;PL / DC / PODE / PSD / PRTB / SOLIDARIEDADE;Não eleito;11;CENTRO-OESTE;24805
SP;PRAIA GRANDE;Prefeito;22;LISSANDRO SILVA FLORENCIO;PL;PL / PODE;Não eleito;11;SUDESTE;21391
PI;COLÔNIA DO GURGUÉIA;Prefeito;15;LISIANE FRANCO ROCHA ARAÚJO;MDB;MDB / PSD;Eleito;11;NORDESTE;1871
PR;RIBEIRÃO CLARO;Prefeito;44;LISANDRO JOSÉ NÉIA BAGGIO;UNIÃO;UNIÃO / PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;4151
SP;EMBU-GUAÇU;Prefeito;55;LISANDRO CASSIO DEODATO RIBEIRO;PSD;PSD / PP;Não eleito;11;SUDESTE;9100
MG;MUZAMBINHO;Prefeito;13;LISANDRO CARVALHO DE ALMEIDA LIMA;PT;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;533
SC;LAGES;Prefeito;44;LIO MARCOS MARIN;UNIÃO;UNIÃO / NOVO / PSD / PP;Não eleito;11;SUL;11690
BA;ELÍSIO MEDRADO;Prefeito;55;LINSMAR MOURA BITTENCOURT SANTOS;PSD;MDB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;4195
PR;CAMPO LARGO;Prefeito;43;LINO PETRY;PV;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2240
MS;CORONEL SAPUCAIA;Prefeito;22;LINO LUIZ KEFFLER;PL;NOVO / PL;Não eleito;11;CENTRO-OESTE;787
CE;JUAZEIRO DO NORTE;Prefeito;29;LINO ALVES DE ALMEIDA;PCO;PCO;Não eleito;11;NORDESTE;0
SP;VALINHOS;Prefeito;30;LINEU BUENO DE OLIVEIRA FILHO;NOVO;NOVO;Não eleito;11;SUDESTE;1167
MG;SÃO TIAGO;Prefeito;33;LINDOVAL RONALDO DE CASTRO;MOBILIZA;MOBILIZA / PSD;Não eleito;11;SUDESTE;1828
MG;ALVINÓPOLIS;Prefeito;13;LINDOURO MODESTO GOMES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUDESTE;4104
RO;COLORADO DO OESTE;Prefeito;15;LINDON JONSON COSTA;MDB;MDB / AGIR;Não eleito;11;NORTE;484
RO;NOVA MAMORÉ;Prefeito;27;LINDOMAR RODRIGUES DOS SANTOS;DC;DC / SOLIDARIEDADE;Não eleito;11;NORTE;184
SC;INDAIAL;Prefeito;44;LINDOMAR LINDNER;UNIÃO;UNIÃO;Não eleito;11;SUL;592
PI;SÃO PEDRO DO PIAUÍ;Prefeito;11;LINDOMAR GONÇALVES DE ALENCAR;PP;PP / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB;Eleito;11;NORDESTE;5936
AL;ARAPIRACA;Prefeito;45;LINDOMAR FERREIRA DE QUEIROZ;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;NORDESTE;536
MG;RITÁPOLIS;Prefeito;33;LINDOMAR ELDER DE SOUSA;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;167
GO;MAIRIPOTABA;Prefeito;44;LINDOMAR CLAUDINO BESSA;UNIÃO;MDB / UNIÃO;Eleito;11;CENTRO-OESTE;1955
RO;CANDEIAS DO JAMARI;Prefeito;10;LINDOMAR BARBOSA ALVES;REPUBLICANOS;REPUBLICANOS / PSD / PDT / SOLIDARIEDADE / DC / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PRTB / AGIR;Eleito;11;NORTE;9035
SC;RIO FORTUNA;Prefeito;55;LINDOMAR BALLMANN;PSD;PP / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;2543
PR;ITAIPULÂNDIA;Prefeito;55;LINDOLFO MARTINS RUI;PSD;REPUBLICANOS / PP / PSD / PSB / UNIÃO;Eleito;11;SUL;4810
SP;ANHEMBI;Prefeito;11;LINDEVAL AUGUSTO MOTA;PP;PP / PRD / PSD;Não eleito;11;SUDESTE;1201
MG;BARÃO DE COCAIS;Prefeito;22;LINDEMBERG ALVES GODINHO;PL;PL;Não eleito;11;SUDESTE;703
RN;SÃO PEDRO;Prefeito;20;LINDBERGH FERNANDES DE ARAUJO;PODE;PODE / PP;Eleito;11;NORDESTE;2853
SE;NOSSA SENHORA DA GLÓRIA;Prefeito;35;LINDBERG BRASIL CAVALCANTE;PMB;PMB;Não eleito;11;NORDESTE;211
SP;CEDRAL;Prefeito;22;LINCON VINÍCIUS PÉRICO;PL;PL / PRD;Não eleito;11;SUDESTE;1972
RR;BOA VISTA;Prefeito;50;LINCOLN ALMEIDA FREIRE;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORTE;1501
MG;RAPOSOS;Prefeito;40;LILIANO RODRIGO REZENDE;PSB;PP / PODE / PSB / MDB / AVANTE;Não eleito;11;SUDESTE;3496
MG;COQUEIRAL;Prefeito;33;LILIAN REIS PELOSO LARSEN;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;1985
PR;GUARAQUEÇABA;Prefeito;55;LILIAN RAMOS NARLOCH;PSD;REPUBLICANOS / MDB / PODE / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;2849
RS;SANTO AUGUSTO;Prefeito;22;LILIAN FONTOURA DEPIERE;PL;PL / PDT;Eleito;11;SUL;5674
SP;MARÍLIA;Prefeito;29;LILIAN CRISTINA MIRANDA;PCO;PCO;Não eleito;11;SUDESTE;171
MG;PASSA TEMPO;Prefeito;11;LILIAN BEATRICE RESENDE FALEIRO URBANO;PP;PP / PL;Não eleito;11;SUDESTE;2547
PR;CASCAVEL;Prefeito;13;LILIAM FARIA PORTO BORGES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUL;15384
MA;SENADOR LA ROCQUE;Prefeito;50;LILCIOMAR MARIANO CARNEIRO;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;NORDESTE;143
CE;SANTA QUITÉRIA;Prefeito;13;LIGIA MARIA BENEVINUTO DE SOUSA PROTASIO;PT;REPUBLICANOS / PSD / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;7991
MG;RIO PARANAÍBA;Prefeito;11;LIEMAR RIBEIRO DORNELES;PP;PP / PDT / MDB / PODE / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB;Não eleito;11;SUDESTE;3964
RS;FLORES DA CUNHA;Prefeito;15;LIDIO SCORTEGAGNA;MDB;PDT / MDB / PRD / PSB / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;7620
MS;IGUATEMI;Prefeito;45;LIDIO LEDESMA;PSDB;REPUBLICANOS / PP / PDT / PODE / PSD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;CENTRO-OESTE;4865
AP;PRACUÚBA;Prefeito;55;LIDIANE OLIVEIRA NUNES;PSD;PSD;Não eleito;11;NORTE;1282
RN;TIBAU;Prefeito;44;LIDIANE MARQUES DA COSTA;UNIÃO;PP / UNIÃO;Eleito;11;NORDESTE;4927
SP;NOVA EUROPA;Prefeito;15;LIDIANE LUIZE RODRIGUES;MDB;MDB / PSD;Eleito;11;SUDESTE;3774
PA;SÃO JOÃO DA PONTA;Prefeito;55;LIDIANE DE SOUSA CARVALHO;PSD;PSD / UNIÃO / PRD;Eleito;11;NORTE;2334
AL;GIRAU DO PONCIANO;Prefeito;12;LIDIA SAMYRA DO NASCIMENTO BARROS SILVA;PDT;PDT / MDB;Não eleito;11;NORDESTE;6358
RJ;CONCEIÇÃO DE MACABU;Prefeito;13;LÍDIA MERCEDES OLIVEIRA SOARES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;428
MG;ARAXÁ;Prefeito;25;LÍDIA MARIA DE OLIVEIRA JORDÃO ROCHA DA CUNHA;PRD;PRD / MOBILIZA / PSD / AVANTE / AGIR / SOLIDARIEDADE;Não eleito;11;SUDESTE;19478
AL;MONTEIRÓPOLIS;Prefeito;20;LIDIA DIELLY SILVA SANTOS;PODE;PODE;Não eleito;11;NORDESTE;2080
PI;BETÂNIA DO PIAUÍ;Prefeito;13;LIDIA ANA COELHO CAVALCANTE;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;2028
SP;NATIVIDADE DA SERRA;Prefeito;20;LIBERO LANZILOTI DE FARIA;PODE;PODE;Não eleito;11;SUDESTE;285
MG;SÃO TOMÁS DE AQUINO;Prefeito;12;LIBERCIO NOGUEIRA DE SOUSA;PDT;PDT;Não eleito;11;SUDESTE;290
SP;VALENTIM GENTIL;Prefeito;55;LIBERATO ROCHA CALDEIRA;PSD;PSD / REPUBLICANOS / MDB / UNIÃO;Não eleito;11;SUDESTE;3367
SC;NAVEGANTES;Prefeito;55;LIBARDONI LAURO CLAUDINO FRONZA;PSD;PP / PODE / PSD / UNIÃO;Eleito;11;SUL;34632
RS;TUCUNDUVA;Prefeito;22;LIANO GONZATTI;PL;PL;Não eleito;11;SUL;283
PR;PRANCHITA;Prefeito;77;LIANDRO FEROLDI;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;11;SUL;80
MG;PESCADOR;Prefeito;44;LIANDRA GOMES BARBOZA DE SOUZA;UNIÃO;UNIÃO;Não eleito;11;SUDESTE;670
SP;QUADRA;Prefeito;44;LHEONIDES DE OLIVEIRA ANDRADE;UNIÃO;UNIÃO / MDB;Eleito;11;SUDESTE;1912
MG;TOMBOS;Prefeito;13;LEZIANE MAZETTO DE OLIVEIRA GUIMARÃES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1266
RJ;SÃO FIDÉLIS;Prefeito;13;LEYLA RODRIGUES DE MACEDO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;560
MG;PRESIDENTE KUBITSCHEK;Prefeito;15;LEYDSON FARNEZI;MDB;MDB / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUDESTE;935
GO;SANTA ISABEL;Prefeito;77;LEVINO DE SOUZA SILVA;SOLIDARIEDADE;SOLIDARIEDADE / UNIÃO / PODE;Eleito;11;CENTRO-OESTE;1866
MG;CÓRREGO DO BOM JESUS;Prefeito;10;LEVINDO MOREIRA GALVÃO;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUDESTE;114
TO;SANTA ROSA DO TOCANTINS;Prefeito;11;LEVI TEIXEIRA DE OLIVEIRA;PP;PP / PDT / REPUBLICANOS;Eleito;11;NORTE;2849
MT;PARANAÍTA;Prefeito;22;IVAN MORENO DE JESUS;PL;PL;Não eleito;11;CENTRO-OESTE;2746
ES;BREJETUBA;Prefeito;12;LEVI MARQUES DE SOUZA;PDT;MDB / PODE / PRD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT;Eleito;11;SUDESTE;3669
PR;PARANAPOEMA;Prefeito;13;LEURIDES SAMPAIO FERREIRA NAVARRO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;642
SC;SÃO JOAQUIM;Prefeito;55;LETIÉRE DE SÁ SOUZA;PSD;PP / PSD;Não eleito;11;SUL;3851
MA;BACURITUBA;Prefeito;15;LETICIA LIBIA BARROS COSTA;MDB;PP / MDB / PSD;Eleito;11;NORDESTE;1844
PR;PINHÃO;Prefeito;55;LETICIA GABRIELI MARTINS;PSD;PSD / PDT / PRD / SOLIDARIEDADE;Não eleito;11;SUL;6786
RS;EREBANGO;Prefeito;22;LETICIA FRANCISCO GUERRA DALASTRA;PL;PL;Não eleito;11;SUL;212
TO;ANANÁS;Prefeito;25;LETICIA DE SOUSA CARDOSO;PRD;PRD / PP;Não eleito;11;NORTE;108
AL;ATALAIA;Prefeito;13;LESSO BENEDITO DOS SANTOS;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;340
MG;DELTA;Prefeito;11;LERIANE DE SOUZA;PP;REPUBLICANOS / PODE / UNIÃO / PP;Eleito;11;SUDESTE;3536
BA;PILÃO ARCADO;Prefeito;13;LEOSMIR ATANAZIO GAMA;PT;MDB / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;NORDESTE;11557
RJ;CONCEIÇÃO DE MACABU;Prefeito;12;LEOPOLDO CESAR DA SILVA;PDT;PDT / PODE;Não eleito;11;SUDESTE;1436
AL;MONTEIRÓPOLIS;Prefeito;15;LEONOR MELO MONTEIRO;MDB;PDT / MDB / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;NORDESTE;2863
PI;RIO GRANDE DO PIAUÍ;Prefeito;13;LEONISIO SILVA FEITOSA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;1008
RS;COQUEIROS DO SUL;Prefeito;11;LEONIR WENTZ;PP;PP;Não eleito;11;SUL;860
RS;MIRAGUAÍ;Prefeito;11;LEONIR HARTK;PP;PP / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / REPUBLICANOS;Eleito;11;SUL;2520
SC;PIRATUBA;Prefeito;45;LEONIR ANTONIO HECKLER;PSDB;MDB / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;1933
PR;CRUZEIRO DO IGUAÇU;Prefeito;44;LEONIR ANTONIO GELHEN;UNIÃO;UNIÃO / PODE;Não eleito;11;SUL;786
RS;ARROIO DO PADRE;Prefeito;44;LEONIR ALDRIGHI BASCHI;UNIÃO;UNIÃO;Não eleito;11;SUL;895
CE;OCARA;Prefeito;40;LEONILDO PEIXOTO FARIAS;PSB;REPUBLICANOS / PODE / PSB;Eleito;11;NORDESTE;12381
PR;URAÍ;Prefeito;55;LEONILDO APARECIDO DE MORAES;PSD;PP / PSD / PODE / AVANTE / PSB / SOLIDARIEDADE / REPUBLICANOS;Não eleito;11;SUL;1100
MG;UBERLÂNDIA;Prefeito;45;LEONIDIO HENRIQUE CORREA BOUÇAS;PSDB;REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PDT / PSB / PMB / MDB / PRD / MOBILIZA / AGIR / AVANTE;Não eleito;11;SUDESTE;80470
MS;CAARAPÓ;Prefeito;11;LEONIDAS IGNACIO MORENO;PP;PP / MDB / PODE / UNIÃO / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;CENTRO-OESTE;7682
GO;VARJÃO;Prefeito;45;LEONIDAS ANTONIO DA SILVA;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;165
SP;ALFREDO MARCONDES;Prefeito;15;LEONICIO GAZOLA MATHIAS;MDB;MDB / PSD / SOLIDARIEDADE;Não eleito;11;SUDESTE;1118
RJ;RESENDE;Prefeito;27;LEONEL POLICIANO PRIMO;DC;DC;Não eleito;11;SUDESTE;1177
MG;CACHOEIRA DA PRATA;Prefeito;15;LEONEL GOMES LEITE;MDB;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;753
MG;MATIAS BARBOSA;Prefeito;22;LEONEL GERALDO DOS SANTOS;PL;PL / AVANTE;Não eleito;11;SUDESTE;2286
SC;CAMBORIÚ;Prefeito;55;LEONEL ARCANGELO PAVAN;PSD;PSD / PDT / PODE / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUL;18704
SP;GUAIÇARA;Prefeito;45;LEONEL ALVES PRADO;PSDB;PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PP;Não eleito;11;SUDESTE;1816
PR;LEÓPOLIS;Prefeito;15;LEONEL ALVES FERREIRA;MDB;MDB;Não eleito;11;SUL;488
AM;URUCURITUBA;Prefeito;13;LEÔNCIO ANTÔNIO TUNDIS CARVALHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSD / MDB / REPUBLICANOS / UNIÃO;Eleito;11;NORTE;8126
MG;VARGINHA;Prefeito;55;LEONARDO VINHAS CIACCI;PSD;PSD / UNIÃO / MDB / PRD / DC / PRTB / MOBILIZA / AVANTE / SOLIDARIEDADE / PSB / NOVO;Eleito;11;SUDESTE;51822
RJ;SÃO JOÃO DE MERITI;Prefeito;10;LEONARDO VIEIRA MENDES;REPUBLICANOS;REPUBLICANOS / PDT / MDB / PODE / PRTB / PSD / MOBILIZA;Eleito;11;SUDESTE;122399
SP;TAMBAÚ;Prefeito;10;LEONARDO TEIXEIRA SPIGA REAL;REPUBLICANOS;REPUBLICANOS / PODE / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Eleito;11;SUDESTE;6242
RN;SÃO MIGUEL DO GOSTOSO;Prefeito;55;LEONARDO TEIXEIRA DA CUNHA;PSD;PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PDT / MDB;Não eleito;11;NORDESTE;0
GO;GOIANÉSIA;Prefeito;22;LEONARDO SILVA MENEZES;PL;REPUBLICANOS / PL / PRD / AGIR / PSB / PSD / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;16790
MG;GOIANÁ;Prefeito;22;LEONARDO RODRIGUES DE LIMA;PL;PL;Não eleito;11;SUDESTE;757
SP;ITATINGA;Prefeito;25;LEONARDO ROCHA ZANARDO;PRD;SOLIDARIEDADE / PRD;Não eleito;11;SUDESTE;2004
SP;IPERÓ;Prefeito;55;LEONARDO ROBERTO FOLIM;PSD;REPUBLICANOS / MDB / PODE / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Eleito;11;SUDESTE;12964
ES;GOVERNADOR LINDENBERG;Prefeito;11;LEONARDO PRANDO FINCO;PP;PODE / PP / PSB / PSD;Eleito;11;SUDESTE;6360
CE;NOVA OLINDA;Prefeito;13;LEONARDO PEREIRA DE BRITO NEVES;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / REPUBLICANOS / AGIR / PSB / PDT / PODE / PSD;Eleito;11;NORDESTE;6097
SP;VALINHOS;Prefeito;13;LEONARDO PENAFIEL PINHO;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;2247
SC;PRESIDENTE GETÚLIO;Prefeito;13;LEONARDO PAVANELLO JUNIOR;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUL;794
RS;SANTA CECÍLIA DO SUL;Prefeito;15;LEONARDO PANISSON;MDB;PP / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MDB / PSB;Eleito;11;SUL;1378
MG;MURIAÉ;Prefeito;30;LEONARDO PACHECO ROCHA;NOVO;NOVO;Não eleito;11;SUDESTE;3104
RJ;ITALVA;Prefeito;22;LEONARDO ORATO RANGEL;PL;PL / REPUBLICANOS / MDB / SOLIDARIEDADE;Eleito;11;SUDESTE;7796
RN;PAU DOS FERROS;Prefeito;11;LEONARDO NUNES RÊGO;PP;PP / REPUBLICANOS / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PODE / PL;Não eleito;11;NORDESTE;6487
TO;SANTA MARIA DO TOCANTINS;Prefeito;10;LEONARDO NOLETO MOREIRA;REPUBLICANOS;REPUBLICANOS / UNIÃO;Eleito;11;NORTE;1623
PI;VALENÇA DO PIAUÍ;Prefeito;13;LEONARDO NOGUEIRA PEREIRA;PT;MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;4566
SP;RESTINGA;Prefeito;13;LEONARDO NEVES CINTRA;PT;Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;80
RJ;SANTO ANTÔNIO DE PÁDUA;Prefeito;30;LEONARDO MOURA LEONARDO;NOVO;NOVO;Não eleito;11;SUDESTE;1831
RJ;NOVA IGUAÇU;Prefeito;18;LEONARDO MAZZUTTI SOBRAL;REDE;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;3499
MG;RIO PRETO;Prefeito;13;LEONARDO MACHADO DE LIMA REIS;PT;SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;SUDESTE;1204
MG;CRISTAIS;Prefeito;11;LEONARDO LUIZ OLIVEIRA;PP;PP / MDB / PODE / UNIÃO;Não eleito;11;SUDESTE;3108
PR;QUINTA DO SOL;Prefeito;55;LEONARDO LAZZARETTI ROMERO;PSD;PSD / PP / PRD / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Eleito;11;SUL;2344
MG;SANTO ANTÔNIO DO MONTE;Prefeito;55;LEONARDO LACERDA CAMILO;PSD;PP / AVANTE / SOLIDARIEDADE / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / PSD;Eleito;11;SUDESTE;8073
SC;ITUPORANGA;Prefeito;22;LEONARDO KRUSCINSCKI DA SILVA;PL;MDB / PODE / PL / PRD / UNIÃO / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;SUL;5739
MG;TAPIRAÍ;Prefeito;33;LEONARDO JOSE DE OLIVEIRA;MOBILIZA;MOBILIZA;Não eleito;11;SUDESTE;426
PE;CACHOEIRINHA;Prefeito;10;LEONARDO JOSÉ DE ALMEIDA COSTA;REPUBLICANOS;REPUBLICANOS / PP / PSB / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV);Não eleito;11;NORDESTE;5237
BA;MANOEL VITORINO;Prefeito;55;LEONARDO GOMES SANTOS;PSD;PODE / PSB / PSD;Não eleito;11;NORDESTE;5458
RS;MATO LEITÃO;Prefeito;10;LEONARDO FREITAS ALVES;REPUBLICANOS;REPUBLICANOS;Não eleito;11;SUL;102
MG;LAMBARI;Prefeito;44;LEONARDO FRAMIL LOBO SANTOS;UNIÃO;PDT / PRD / UNIÃO;Eleito;11;SUDESTE;4684
MA;DOM PEDRO;Prefeito;70;LEONARDO FONSECA PAZ;AVANTE;PRD / AVANTE;Não eleito;11;NORDESTE;6650
MT;GUIRATINGA;Prefeito;40;DANIEL GUIMARÃES BORGES;PSB;PP / PDT / AGIR / PSB / Federação PSDB CIDADANIA (PSDB / CIDADANIA);Não eleito;11;CENTRO-OESTE;2745
MG;SERRA AZUL DE MINAS;Prefeito;45;LEONARDO ELEOTERIO CANDIDO;PSDB;Federação PSDB CIDADANIA (PSDB / CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / UNIÃO;Eleito;11;SUDESTE;1463
RS;ITAQUI;Prefeito;22;LEONARDO DICSON SANCHEZ BETIN;PL;PL / MDB / REPUBLICANOS;Eleito;11;SUL;16456
GO;APORÉ;Prefeito;11;LEONARDO DE MORAES CARVALHO;PP;PP / PSD / PDT / PSB;Eleito;11;CENTRO-OESTE;1470
MG;SÃO LOURENÇO;Prefeito;12;LEONARDO DE BARROS SANCHES;PDT;REPUBLICANOS / PDT / MOBILIZA;Não eleito;11;SUDESTE;3346
PE;JUREMA;Prefeito;40;LEONARDO DE ALCANTÂRA ARANDAS SIQUEIRA;PSB;PSB / UNIÃO;Não eleito;11;NORDESTE;4161
ES;CACHOEIRO DE ITAPEMIRIM;Prefeito;22;LEONARDO CLEITON CAMARGO;PL;PRTB / PL;Não eleito;11;SUDESTE;23861
MA;JATOBÁ;Prefeito;44;LEONARDO CESAR RIBEIRO SOUSA;UNIÃO;UNIÃO / PP;Eleito;11;NORDESTE;3587
SP;SERRANA;Prefeito;15;LEONARDO CARESSATO CAPITELI;MDB;UNIÃO / PP / REPUBLICANOS / PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / MDB;Eleito;11;SUDESTE;19001
RO;PORTO VELHO;Prefeito;20;LEONARDO BARRETO DE MORAES;PODE;PODE;2º turno;11;NORTE;64125
SP;VARGEM GRANDE PAULISTA;Prefeito;50;LEONARDO AUGUSTO ZAMPIERI;PSOL;Federação PSOL REDE (PSOL / REDE);Não eleito;11;SUDESTE;0
MG;JACINTO;Prefeito;11;LEONARDO AUGUSTO DE SOUZA;PP;PP / PDT / Federação PSDB CIDADANIA (PSDB / CIDADANIA) / MOBILIZA;Eleito;11;SUDESTE;5001
CE;PALMÁCIA;Prefeito;40;LEONARDO ARAÚJO DE SOUZA;PSB;MOBILIZA / PSB / UNIÃO;Não eleito;11;NORDESTE;4196
SP;CATIGUÁ;Prefeito;22;LEONARDO APARECIDO DA SILVA;PL;MDB / PL;Não eleito;11;SUDESTE;1458
ES;ANCHIETA;Prefeito;40;LEONARDO ANTÔNIO ABRANTES;PSB;REPUBLICANOS / PP / PRD / PSB / UNIÃO / PSD / Federação PSOL REDE (PSOL / REDE);Eleito;11;SUDESTE;8405
MG;OLIVEIRA;Prefeito;70;LEONARDO ANANIAS LEÃO;AVANTE;AVANTE;Não eleito;11;SUDESTE;905
RJ;CORDEIRO;Prefeito;22;LEONAN LOPES MELHORANCE;PL;PL / PP / UNIÃO / AVANTE;Eleito;11;SUDESTE;8636
